136,suchen,qidirmoq,yashirmoq,unutmoq
137,links,chapda,o'ngda,tepada
138,schwer,qiyin,oson,engil
139,finden,topmoq,yo'qotmoq,sotmoq
140,unten,pastda,tepada,ichkarida
141,der Chef,rahbar,telefon,gul
142,die Küche,oshxona,oyna,muz
143,das Messer,pichoq,muz,oy
144,der Löffel,qoshiq,stul,telefon
145,die Gabel,sanchqi,sumka,stakan
146,das Glas,stakan,telefon,gul
147,der Teller,tarelka,gul,mashina
148,die Kleidung,kiyim,oyna,sumka
149,das Hemd,ko'ylak,muz,qalam
150,der Schuh,oyoq kiyim,telefon,oy
151,tragen,kiymoq,tashlamoq,qochmoq
152,sauber,toza,iflos,qattiq
153,verkaufen,sotmoq,sotib olmoq,bermoq
154,gestern,kecha,bugun,ertaga
155,alt,qari,yosh,tez
156,bezahlen,to'lamoq,olmoq,qochmoq
157,oben,tepada,pastda,ichkarida
158,jung,yosh,qari,sekin
159,öffnen,ochmoq,yopmoq,unutmoq
160,drinnen,ichkarida,tashqarida,erta
161,die Jacke,kurtka,sumka,muz
162,das Geld,pul,oyna,telefon
163,der Preis,narx,telefon,stul
164,die Bank,bank,stol,gul
165,das Geschäft,do'kon,muz,sumka
166,der Beruf,kasb,sumka,oyna
167,die Universität,universitet,telefon,qalam
168,das Krankenhaus,kasalxona,oyna,muz
169,der Urlaub,ta'til,gul,telefon
170,die Nachricht,xabar,stul,oyna
171,arbeiten,ishlamoq,uxlamoq,sakrash
172,warm,iliq,sovuq,quruq
173,anrufen,qo'ng'iroq qilmoq,uxlamoq,qochmoq
174,manchmal,ba'zida,har doim,erta
175,krank,kasal,sog'lom,faol
176,lernen,o'rganmoq,unutmoq,yashirmoq
177,rechts,o'ngda,chapda,pastda
178,gesund,sog'lom,kasal,zerikarli
179,antworten,javob bermoq,savol bermoq,sotmoq
180,überall,hamma yerda,hech qayerda,ichkarida
181,der Baum,daraxt,telefon,stakan
182,die Wolke,bulut,mashina,qalam
183,das Dorf,qishloq,oy,sumka
184,der Regen,yomg'ir,telefon,muz
185,die Insel,orol,stol,gul
186,das Radio,radio,daryo,oyna
187,der Vogel,qush,sumka,non
188,die Wüste,sahro,telefon,stakan
189,das Feuer,olov,muz,qalam
190,der Berg,tog',oyna,stul
191,regnen,yomg'ir yog'moq,porlamoq,qochmoq
192,sonnig,quyoshli,bulutli,qorong'i
193,schwimmen,suzmoq,uxlamoq,sakrash
194,selten,kamdan-kam,tez-tez,doimo
195,dunkel,qorong'i,yorug',issiq
196,warten,kutmoq,qochmoq,unutmoq
197,hinten,orqada,oldinda,tepada
198,hell,yorug',qorong'i,sovuq
199,besuchen,ziyorat qilmoq,qochmoq,sotmoq
200,nirgendwo,hech qayerda emas,hamma yerda,ichkarida
201,die Karte,xarita,telefon,sumka
202,das Licht,yorug'lik,gul,mashina
203,der Fluss,daryo,oy,muz
204,die Brücke,ko'prik,stakan,telefon
205,das Papier,qog'oz,sumka,stol
206,der Himmel,osmon,muzlatgich,oyna
207,die Königin,qirolicha,telefon,non
208,das Theater,teatr,mashina,stul
209,der Sänger,qo'shiqchi,sumka,gul
210,die Sängerin,ayol qo'shiqchi,oy,qalam
211,singen,qo'shiq aytmoq,yig'lamoq,qochmoq
212,berühmt,mashhur,noma'lum,zerikarli
213,tanzen,raqs tushmoq,uxlamoq,suzmoq
214,oft,tez-tez,kamdan-kam,erta
215,traurig,xafa,xursand,faol
216,erzählen,hikoya qilmoq,unutmoq,qochmoq
217,vorne,oldinda,orqada,tepada
218,fröhlich,xursand,g'amgin,sovuq
219,reisen,sayohat qilmoq,uxlamoq,sotmoq
220,dort,u yerda,bu yerda,ichkarida
221,das Lied,qo'shiq,telefon,oyna
222,der Film,film,muz,stakan
223,die Kamera,kamera,stol,daryo
224,das Museum,muzey,sumka,telefon
225,der Pilot,uchuvchi,gul,mashina
226,die Polizei,politsiya,oyna,non
227,das Flugzeug,samolyot,stul,muz
228,der Hafen,bandargoh,telefon,qalam
229,die Farm,ferma,oy,sumka
230,das Tier,hayvon,mashina,gul
231,fliegen,uchmoq,suzmoq,qochmoq
232,gefährlich,xavfli,xavfsiz,oddiy
233,helfen,yordam bermoq,unutmoq,sakrash
234,heute,bugun,ertaga,kecha
235,ruhig,tinch,shovqinli,baland
236,arbeiten,ishlamoq,uxlamoq,o'ynamoq
237,drüben,narigi tomonda,bu yerda,tepada
238,laut,baland,past,zerikarli
239,beginnen,boshlamoq,tugatmoq,sotmoq
240,bald,tez orada,keyinroq,erta
241,der Löwe,sher,stakan,oyna
242,die Maus,sichqon,telefon,muz
243,das Schaf,qo'y,stol,qalam
244,der Käse,pishloq,sumka,daryo
245,die Butter,sariyog',telefon,oy
246,das Salz,tuz,muz,stakan
247,der Zucker,shakar,gul,oyna
248,die Erdbeere,qulupnay,telefon,stul
249,das Huhn,tovuq,sumka,mashina
250,der Reis,guruch,qalam,muz
251,essen,yemoq,uxlamoq,qochmoq
252,süß,shirin,achchiq,nordon
253,kochen,pishirmoq,suzmoq,sakrash
254,zusammen,birga,yolg'iz,erta
255,sauer,nordon,shirin,issiq
256,bringen,olib kelmoq,tashlab ketmoq,qochmoq
257,hungrig,och,to'q,charchagan
258,gern,jon deb,majburan,sekin
259,trinken,ichmoq,yemoq,uxlamoq
260,draußen,tashqarida,ichkarida,erta
261,die Kartoffel,kartoshka,oyna,telefon
262,das Öl,yog',stol,gul
263,der Bäcker,nonvoy,mashina,sumka
264,die Verkäuferin,sotuvchi ayol,muz,oy
265,das Regal,javon,telefon,stakan
266,der Kunde,mijoz,gul,oyna
267,die Rechnung,hisob-faktura,stul,sumka
268,das Büro,ofis,telefon,muz
269,der Kalender,taqvim,mashina,qalam
270,die Email,elektron pochta,oyna,gul
271,verkaufen,sotmoq,sotib olmoq,bermoq
272,freundlich,mehribon,qo'pol,sovuq
273,kaufen,sotib olmoq,sotmoq,qochmoq
274,manchmal,ba'zida,har doim,erta
275,billig,arzon,qimmat,katta
276,zeigen,ko'rsatmoq,yashirmoq,unutmoq
277,spät,kech,erta,tez
278,teuer,qimmat,arzon,oddiy
279,fragen,so'ramoq,javob bermoq,sakrash
280,unten,pastda,tepada,ichkarida
281,das Passwort,maxfiy kod,telefon,stul
282,der Drucker,printer,sumka,muz
283,die Datei,fayl,daryo,oy
284,das Internet,internet,stakan,telefon
285,der Bildschirm,monitor,mashina,gul
286,die Tastatur,klaviatura,oyna,stul
287,das Programm,dastur,telefon,sumka
288,der Akku,batareya,muz,qalam
289,die Batterie,element,oy,gul
290,das Kabel,sim,telefon,stakan
291,schreiben,yozmoq,uxlamoq,suzmoq
292,modern,zamonaviy,eskicha,qadimiy
293,lernen,o'rganmoq,unutmoq,qochmoq
294,online,onlayn,oflayn,erta
295,wichtig,muhim,keraksiz,oddiy
296,öffnen,ochmoq,yopmoq,sotmoq
297,schnell,tez,sekin,past
298,schließen,yopmoq,ochmoq,sakrash
299,einfach,oson,qiyin,murakkab
300,drinnen,ichkarida,tashqarida,tepada
301,der Knopf,tugma,sumka,oyna
302,die Farbe,rang,mashina,muz
303,das Holz,yog'och,stol,telefon
304,der Stein,tosh,gul,qalam
305,die Erde,yer,oyna,sumka
306,das Metall,metall,muz,telefon
307,der Wind,shamol,stakan,mashina
308,die Temperatur,harorat,oy,gul
309,das Geräusch,shovqin,telefon,stul
310,der Traum,tush,sumka,muz
311,träumen,orzu qilmoq,unutmoq,qochmoq
312,laut,baland,past,sokin
313,hören,eshitmoq,ko'rmoq,sakrash
314,manchmal,ba'zida,har doim,erta
315,hart,qattiq,yumshoq,engil
316,fühlen,his qilmoq,unutmoq,sotmoq
317,weich,yumshoq,qattiq,baland
318,oben,tepada,pastda,ichkarida
319,denken,o'ylamoq,sakrash,uxlamoq
320,langsam,sekin,tez,baland
321,die Hoffnung,umid,qalam,oyna
322,das Glück,baxt,telefon,stakan
323,der Fehler,xato,mashina,gul
324,die Idee,g'oya,stul,sumka
325,das Ziel,maqsad,oy,muz
326,der Plan,reja,telefon,qalam
327,die Chance,imkoniyat,oyna,gul
328,das Ergebnis,natija,sumka,stakan
329,der Anfang,boshlanish,muz,telefon
330,die Mitte,o'rta,mashina,stol
331,beginnen,boshlamoq,tugatmoq,qochmoq
332,glücklich,baxtli,xafa,sovuq
333,enden,tugatmoq,boshlamoq,sotmoq
334,bald,tez orada,keyinroq,erta
335,richtig,to'g'ri,noto'g'ri,oddiy
336,planen,rejalashtirmoq,unutmoq,suzmoq
337,bereit,tayyor,tayyor emas,charchagan
338,dann,keyin,avval,kecha
339,gewinnen,yutmoq,yutqazmoq,qochmoq
340,fast,deyarli,sekin,erta
341,das Ende,tugash,gul,oyna
342,der Besucher,mehmon,telefon,sumka
343,die Einladung,taklifnoma,stul,muz
344,das Geschenk,sovg'a,oy,qalam
345,der Geburtstag,tug'ilgan kun,telefon,gul
346,die Hochzeit,to'y,mashina,oyna
347,das Fest,bayram,sumka,stakan
348,der Tanz,raqs,muz,telefon
349,die Melodie,kuy,stul,gul
350,das Abenteuer,sarguzasht,oyna,qalam
351,feiern,nishonlamoq,uxlamoq,sakrash
352,fröhlich,xursand,g'amgin,sovuq
353,einladen,taklif qilmoq,qochmoq,unutmoq
354,heute,bugun,kecha,ertaga
355,spannend,qiziqarli,zerikarli,oddiy
356,lachen,kulmoq,yig'lamoq,sotmoq
357,gemeinsam,birgalikda,yolg'iz,erta
358,traurig,xafa,xursand,faol
359,tanzen,raqs tushmoq,uxlamoq,suzmoq
360,draußen,tashqarida,ichkarida,tepada
361,der Sport,sport,telefon,sumka
362,die Mannschaft,jamoa,mashina,muz
363,das Training,mashg'ulot,gul,oy
364,der Sieger,g'olib,stakan,telefon
365,die Medaille,medal,sumka,oyna
366,das Turnier,turnir,muz,qalam
367,der Zuschauer,tomoshabin,telefon,stul
368,die Bühne,sahna,gul,mashina
369,das Orchester,orkestr,oyna,sumka
370,der Schauspieler,aktyor,muz,telefon
371,rennen,yugurmoq,uxlamoq,suzmoq
372,stark,kuchli,kuchsiz,nam
373,verlieren,yutqazmoq,yutmoq,sakrash
374,zusammen,birga,yolg'iz,kecha
375,fit,sog'lom,kasal,charchagan
376,trainieren,mashq qilmoq,unutmoq,sotmoq
377,schwach,kuchsiz,kuchli,baland
378,oft,tez-tez,kamdan-kam,erta
379,werfen,uloqtirmoq,ushlamoq,qochmoq
380,schnell,tez,sekin,past
381,die Bibliothek,kutubxona,telefon,muz
382,die Bushaltestelle,avtobus bekati,sumka,oyna
383,das Einkaufszentrum,savdo markazi,stul,qalam
384,der Spaziergang,sayr,gul,telefon
385,die Unterkunft,turar joy,muz,stakan
386,das Formular,anketa,mashina,sumka
387,der Ausweis,guvohnoma,oyna,gul
388,die Gardine,parda,telefon,muz
389,das Wohnzimmer,mehmonxona,stul,qalam
390,der Kühlschrank,muzlatgich,sumka,oy
391,wohnen,yashamoq,qochmoq,sakrash
392,bequem,qulay,noqulay,qattiq
393,ausfüllen,to'ldirmoq,bo'shatmoq,unutmoq
394,drinnen,ichkarida,tashqarida,tepada
395,gemütlich,shinam,noqulay,sovuq
396,öffnen,ochmoq,yopmoq,sotmoq
397,leer,bo'sh,to'la,baland
398,dort,u yerda,bu yerda,ichkarida
399,schließen,yopmoq,ochmoq,qochmoq
400,ruhig,tinch,shovqinli,tez
401,die Waschmaschine,kir yuvish mashinasi,mashina,telefon
402,das Kopfkissen,yostiq,stul,gul
403,der Kleiderschrank,kiyim shkafi,oyna,sumka
404,die Seife,sovun,muz,stakan
405,das Handtuch,sochiq,qalam,telefon
406,der Spiegel,oyna,gul,mashina
407,die Zahnbürste,tish cho'tkasi,telefon,oy
408,das Shampoo,shampun,sumka,muz
409,der Föhn,soch quritgich,stul,qalam
410,die Zahnpasta,tish pastasi,oyna,telefon
411,waschen,yuvmoq,quritmoq,sakrash
412,sauber,toza,iflos,qattiq
413,kämmen,taramoq,unutmoq,sotmoq
414,morgens,ertalab,kechqurun,kecha
415,nass,ho'l,quruq,issiq
416,trocknen,quritmoq,ho'llamoq,qochmoq
417,frisch,yangi,sifatsiz,zerikarli
418,später,keyinroq,hozir,erta
419,duften,xushbo'y hid taratmoq,suzmoq,uxlamoq
420,lang,weich,yumshoq,qattiq,baland
421,das Wörterbuch,lug'at,telefon,sumka
422,der Kugelschreiber,ruchka,muz,oyna
423,die Kreide,bo'r,stul,qalam
424,das Lineal,chizg'ich,gul,telefon
425,der Radiergummi,o'chirg'ich,oy,muz
426,die Pause,tanaffus,sumka,stakan
427,das Gymnasium,gimnaziya,qalam,telefon
428,der Direktor,direktor,mashina,gul
429,die Sekretärin,kotiba,oyna,sumka
430,das Praktikum,amaliyot,muz,telefon
431,lernen,o'rganmoq,unutmoq,qochmoq
432,interessant,qiziqarli,zerikarli,sovuq
433,erklären,tushuntirmoq,yashirmoq,sakrash
434,heute,bugun,kecha,ertaga
435,schwierig,qiyin,oson,engil
436,antworten,javob bermoq,savol bermoq,sotmoq
437,klug,aqlli,ahmoq,oddiy
438,dort,u yerda,bu yerda,ichkarida
439,üben,mashq qilmoq,uxlamoq,suzmoq
440,ruhig,tinch,shovqinli,baland
441,der Ingenieur,muhandis,gul,mashina
442,die Krankenschwester,hamshira,telefon,oyna
443,das Labor,laboratoriya,sumka,muz
444,der Mechaniker,mexanik,stul,qalam
445,die Bäckerei,nonvoyxona,oy,telefon
446,das Menü,menyu,muz,gul
447,der Kellner,ofitsiant,sumka,stakan
448,die Bestellung,buyurtma,qalam,telefon
449,das Trinkgeld,choychaqa,mashina,oyna
450,der Lastwagen,yuk mashinasi,gul,sumka
451,reparieren,ta'mirlamoq,buzmoq,qochmoq
452,fleißig,mehnatkash,dangasa,zerikarli
453,bedienen,xizmat qilmoq,unutmoq,sotmoq
454,manchmal,ba'zida,har doim,erta
455,beschäftigt,band,bo'sh,sovuq
456,tragen,tashimoq,tashlab yubormoq,sakrash
457,pünktlich,o'z vaqtida,kechikkan,oddiy
458,drinnen,ichkarida,tashqarida,tepada
459,verdienen,pul ishlamoq,yo'qotmoq,uxlamoq
460,schnell,tez,sekin,past
461,die Kreuzung,chorraha,telefon,muz
462,das Motorrad,mototsikl,sumka,oyna
463,der Fußgänger,piyoda,stul,qalam
464,die Ampel,svetofor,gul,telefon
465,das Nummernschild,avtomobil raqami,oy,muz
466,der Fahrradhelm,veloshlem,sumka,stakan
467,die Landschaft,manzara,qalam,telefon
468,das Gebirge,tog' tizmasi,mashina,gul
469,der Wasserfall,sharshara,oyna,sumka
470,die Sehenswürdigkeit,diqqatga sazovor joy,muz,telefon
471,fahren,minmoq,uxlamoq,qochmoq
472,vorsichtig,ehtiyotkor,shoshqaloq,baland
473,abbiegen,burilmoq,to'xtamoq,sotmoq
474,draußen,tashqarida,ichkarida,tepada
475,gefährlich,xavfli,xavfsiz,oddiy
476,anhalten,to'xtamoq,yurmoq,sakrash
477,weit,uzoq,yaqin,sovuq
478,gerade,to'g'ri,egri,zerikarli
479,überqueren,kesib o'tmoq,qochmoq,unutmoq
480,links,chapda,o'ngda,tepada
481,das Schloss,saroy,telefon,oyna
482,der Tempel,ibodatxona,sumka,muz
483,die Hauptstadt,poytaxt,stul,qalam
484,das Ausland,chet el,gul,telefon
485,der Tourist,sayyoh,oy,mashina
486,die Reisegruppe,sayohat guruhi,muz,sumka
487,das Musikinstrument,musiqa asbobi,telefon,stakan
488,der Gitarrist,gitarachi,qalam,gul
489,die Trommel,baraban,oyna,telefon
490,das Klavier,pianino,sumka,muz
491,besuchen,ziyorat qilmoq,qochmoq,sotmoq
492,berühmt,mashhur,noma'lum,oddiy
493,fotografieren,rasmga olmoq,unutmoq,sakrash
494,überall,hamma yerda,hech qayerda,ichkarida
495,international,xalqaro,mahalliy,sovuq
496,staunen,hayratlanmoq,uxlamoq,qochmoq
497,alt,qadimiy,yangi,tez
498,gemeinsam,birga,yolg'iz,erta
499,entdecken,kashf qilmoq,yashirmoq,sotmoq
500,freundlich,mehribon,qo'pol,sovuq 
501,der Termin,uchrashuv vaqti,telefon,sumka
502,die Wohnung,xonadon,muz,oyna
503,das Hobby,xobbi,stul,qalam
504,der Nachbar,qo'shni,gul,telefon
505,die Freizeit,bo'sh vaqt,oy,mashina
506,das Konzert,konsert,muz,sumka
507,der Fernseher,televizor,telefon,stakan
508,die Dusche,dush,qalam,gul
509,das Regal,javon,oyna,telefon
510,der Schirm,soyabon,sumka,muz
511,brauchen,kerak bo'lmoq,qochmoq,sakrash
512,frei,bo'sh,band,zerikarli
513,vergessen,unutmoq,eslamoq,sotmoq
514,leider,afsuski,xursandchilik bilan,erta
515,kaputt,buzilgan,yangi,sovuq
516,erklären,tushuntirmoq,yashirmoq,unutmoq
517,leer,bo'sh,to'la,baland
518,vielleicht,balki,aniq,kecha
519,wünschen,tilamoq,qochmoq,suzmoq
520,nett,yoqimli,qo'pol,past
521,die Telefonnummer,telefon raqami,telefon,muz
522,das Radio,radio,sumka,oyna
523,der Supermarkt,supermarket,stul,qalam
524,die Brille,ko'zoynak,gul,telefon
525,das Fahrrad,velosiped,oy,mashina
526,der Fahrplan,qatnov jadvali,muz,sumka
527,die Ferien,ta'til,telefon,stakan
528,das Sofa,divan,qalam,gul
529,der Koffer,chamadon,oyna,telefon
530,die Post,pochta,sumka,muz
531,reservieren,band qilmoq,qochmoq,sakrash
532,bequem,qulay,noqulay,oddiy
533,mitkommen,birga kelmoq,ketib qolmoq,sotmoq
534,zuerst,avval,keyin,erta
535,voll,to'la,bo'sh,sovuq
536,wechseln,almashtirmoq,saqlamoq,unutmoq
537,traurig,xafa,xursand,baland
538,deshalb,shuning uchun,bekordan-bekorga,kecha
539,lächeln,jilmaymoq,yig'lamoq,suzmoq
540,fertig,tayyor,tayyor emas,past
541,der Flughafen,aeroport,telefon,sumka
542,die Straßenbahn,tramvay,muz,oyna
543,das Ticket,chipta,stul,qalam
544,der Bahnhof,vokzal,gul,telefon
545,die U-Bahn,metro,oy,mashina
546,das Café,kafe,muz,sumka
547,der Urlaub,ta'til,telefon,stakan
548,die Einladung,taklifnoma,qalam,gul
549,das Hotelzimmer,mehmonxona xonasi,oyna,telefon
550,der Reisepass,pasport,sumka,muz
551,packen,joylamoq,qochmoq,sakrash
552,pünktlich,o'z vaqtida,kechikkan,oddiy
553,ankommen,yetib kelmoq,ketib qolmoq,sotmoq
554,danach,keyin,avval,erta
555,durstig,chanqagan,to'q,sovuq
556,aussteigen,tushmoq,minmoq,unutmoq
557,freundlich,mehribon,qo'pol,baland
558,endlich,nihoyat,hech qachon,kecha
559,einsteigen,minmoq,tushmoq,suzmoq
560,satt,to'q,och,past
561,der Kühlschrank,muzlatgich,telefon,sumka
562,die Batterie,batareya,muz,oyna
563,das Handy,telefon,stul,qalam
564,der Computer,kompyuter,gul,telefon
565,die Zeitung,gazeta,oy,mashina
566,das Foto,rasm,muz,sumka
567,der Schlüssel,kalit,telefon,stakan
568,die Tasche,sumka,qalam,gul
569,das Fenster,oyna,oyna,telefon
570,der Kalender,kalendar,sumka,muz
571,abschließen,qulflamoq,qochmoq,sakrash
572,praktisch,qulay,noqulay,oddiy
573,mitnehmen,o'zi bilan olmoq,tashlab ketmoq,sotmoq
574,natürlich,albatta,hech qachon,erta
575,trocken,quruq,ho'l,sovuq
576,zumachen,yopmoq,ochmoq,unutmoq
577,böse,jahldor,mehribon,baland
578,trotzdem,shunga qaramay,bekordan-bekorga,kecha
579,gehören,tegishli bo'lmoq,yo'qotmoq,suzmoq
580,richtig,to'g'ri,noto'g'ri,past
581,der Fernsehabend,televizor oqshomi,telefon,sumka
582,die Geburtstagsparty,tug'ilgan kun bazmi,muz,oyna
583,das Lieblingslied,sevimli qo'shiq,stul,qalam
584,der Sportplatz,sport maydoni,gul,telefon
585,die Musikgruppe,musiqa guruhi,oy,mashina
586,das Schwimmbad,basseyn,muz,sumka
587,der Stadtpark,shahar bog'i,telefon,stakan
588,die Bäckerei,nonvoyxona,qalam,gul
589,das Mittagessen,tushlik,oyna,telefon
590,der Wochenmarkt,haftalik bozor,sumka,muz
591,gratulieren,tabriklamoq,qochmoq,sakrash
592,beliebt,mashhur,noma'lum,oddiy
593,telefonieren,telefonlashmoq,unutmoq,sotmoq
594,plötzlich,to'satdan,sekin,erta
595,hungrig,och,to'q,sovuq
596,rauchen,chekmoq,suzmoq,unutmoq
597,hilfsbereit,yordamchi,qo'pol,baland
598,besonders,ayniqsa,oddiy,kecha
599,stoppen,to'xtatmoq,yurgizmoq,qochmoq
600,wirklich,haqiqatan,balki,past
601,der Terminplan,reja jadvali,telefon,sumka
602,die Frühstückspause,nonushta tanaffusi,muz,oyna
603,das Lieblingsessen,sevimli ovqat,stul,qalam
604,der Sprachkurs,til kursi,gul,telefon
605,die Hausaufgabe,uy vazifasi,oy,mashina
606,das Wörterbuch,lug'at,muz,sumka
607,der Fahrstuhl,lift,telefon,stakan
608,die Haltestelle,bekat,qalam,gul
609,das Kaufhaus,savdo markazi,oyna,telefon
610,der Fußballverein,futbol klubi,sumka,muz
611,abholen,olib ketmoq,qochmoq,sakrash
612,nervös,asabiy,xotirjam,oddiy
613,ausfüllen,to'ldirmoq,bo'shatmoq,sotmoq
614,zuerst,avval,keyin,erta
615,gemütlich,shinam,noqulay,sovuq
616,duschen,dush qabul qilmoq,uxlamoq,suzmoq
617,peinlich,noqulay,qulay,baland
618,danach,keyin,avval,kecha
619,grillen,grilda pishirmoq,unutmoq,qochmoq
620,toll,zo'r,yomon,past
621,der Nebenjob,qo'shimcha ish,telefon,sumka
622,die Speisekarte,menyu,muz,oyna
623,das Kaufzentrum,savdo markazi,stul,qalam
624,der Reiseführer,sayyoh qo'llanmasi,gul,telefon
625,die Zimmernummer,xona raqami,oy,mashina
626,das Schwimmbad,basseyn,muz,sumka
627,der Laptop,noutbuk,telefon,stakan
628,die Lieblingsfarbe,sevimli rang,qalam,gul
629,das Grillfest,gril bayrami,oyna,telefon
630,der Fernseher,televizor,sumka,muz
631,empfehlen,tavsiya qilmoq,qochmoq,sakrash
632,prima,ajoyib,yomon,oddiy
633,mitbringen,o'zi bilan olib kelmoq,unutmoq,sotmoq
634,besonders,ayniqsa,oddiy,erta
635,dumm,ahmoq,aqlli,sovuq
636,frühstücken,nonushta qilmoq,uxlamoq,suzmoq
637,kaputt,buzilgan,yangi,baland
638,endlich,nihoyat,hech qachon,kecha
