160,flexibel,moslashuvchan,qattiq,past
161,die Unterhaltung,ko'ngilochar suhbat,telefon,sumka
162,das Publikum,tomoshabinlar,muz,oyna
163,der Zuschauer,tomoshabin,stul,qalam
164,die Veranstaltung,tadbir,gul,telefon
165,das Konzertticket,konsert chiptasi,oy,mashina
166,der Künstler,san'atkor,muz,sumka
167,die Ausstellung,ko'rgazma,telefon,stakan
168,das Instrument,asbob,qalam,gul
169,der Sänger,xonanda,oyna,telefon
170,die Bühne,sahna,sumka,muz
171,auftreten,sahnaga chiqmoq,qochmoq,sakrash
172,unterhaltsam,qiziqarli,zerikarli,oddiy
173,applaudieren,qarsak chalmoq,unutmoq,sotmoq
174,neulich,yaqinda,qadimda,erta
175,langweilig,zerikarli,qiziqarli,sovuq
176,besichtigen,tomosha qilmoq,uxlamoq,suzmoq
177,kreativ,ijodkor,oddiy,baland
178,mittendrin,o'rtasida,tashqarida,kecha
179,vorstellen,taqdim qilmoq,yashirmoq,qochmoq
180,beeindruckt,ta'sirlangan,befarq,past
181,die Nachbarschaft,mahalla,telefon,sumka
182,das Mehrfamilienhaus,ko'p xonadonli uy,muz,oyna
183,der Bewohner,yashovchi,stul,qalam
184,die Miete,ijara,gul,telefon
185,das Wohngebiet,turar joy hududi,oy,mashina
186,der Haushalt,uy-ro'zg'or,muz,sumka
187,die Renovierung,ta'mirlash,telefon,stakan
188,das Eigentum,mulk,qalam,gul
189,der Vermieter,uy egasi,oyna,telefon
190,die Nachtruhe,tungi tinchlik,sumka,muz
191,mieten,ijaraga olmoq,qochmoq,sakrash
192,lärmlich,shovqinli,tinch,oddiy
193,renovieren,ta'mirlamoq,unutmoq,sotmoq
194,kürzlich,yaqinda,qadimda,erta
195,gemütvoll,shinam,noqulay,sovuq
196,umziehen,ko'chmoq,uxlamoq,suzmoq
197,chaotisch,tartibsiz,tartibli,baland
198,vorübergehend,vaqtinchalik,doimiy,kecha
199,sich beschweren,shikoyat qilmoq,yashirmoq,qochmoq
200,zufrieden,mamnun,norozi,past
201,die Voraussetzung,shart,telefon,sumka
202,das Verhaltenstraining,xulq treningi,muz,oyna
203,der Sprachaufenthalt,til safari,stul,qalam
204,die Weiterbildung,malaka oshirish,gul,telefon
205,das Austauschprogramm,almashinuv dasturi,oy,mashina
206,der Zeitmangel,vaqt yetishmasligi,muz,sumka
207,die Teamarbeit,jamoaviy ish,telefon,stakan
208,das Lernziel,o‘qish maqsadi,qalam,gul
209,der Ausbildungsplatz,o‘quv o‘rni,oyna,telefon
210,die Berufserfahrung,ish tajribasi,sumka,muz
211,sich vorbereiten,tayyorlanmoq,qochmoq,sakrash
212,engagiert,faol,beparvo,oddiy
213,überzeugen,ishontirmoq,unutmoq,sotmoq
214,gelegentlich,ba'zida,har doim,erta
215,anspruchsvoll,talabchan,oson,sovuq
216,fortsetzen,davom ettirmoq,uxlamoq,suzmoq
217,seltsam,g‘alati,oddiy,baland
218,mittlerweile,hozirgacha,avval,kecha
219,sich entwickeln,rivojlanmoq,yashirmoq,qochmoq
220,bedeutend,muhim,ahamiyatsiz,past
221,die Verpflichtung,majburiyat,telefon,sumka
222,das Selbstbewusstsein,o‘ziga ishonch,muz,oyna
223,der Schwerpunkt,asosiy mavzu,stul,qalam
224,die Fähigkeit,qobiliyat,gul,telefon
225,das Missverständnis,tushunmovchilik,oy,mashina
226,der Ehrgeiz,intilish,muz,sumka
227,die Rückmeldung,fikr bildirish,telefon,stakan
228,das Verhaltenmuster,xulq namunasi,qalam,gul
229,der Zusammenhang,bog‘liqlik,oyna,telefon
230,die Voraussetzung,asos,sumka,muz
231,sich bemühen,harakat qilmoq,qochmoq,sakrash
232,unsicher,ishonchsiz,xotirjam,oddiy
233,beeinflussen,ta’sir qilmoq,unutmoq,sotmoq
234,allmählich,asta-sekin,to‘satdan,erta
235,beeindruckend,ta’sirli,zerikarli,sovuq
236,feststellen,aniqlamoq,uxlamoq,suzmoq
237,vernünftig,oqilona,ahmoqona,baland
238,zusätzlich,qo‘shimcha,keraksiz,kecha
239,misslingen,o‘xshamaslik,yashirmoq,qochmoq
240,wesentlich,muhim,oddiy,past
241,die Bewerbungsgespräch,suhbat jarayoni,telefon,sumka
242,das Arbeitsverhältnis,ish munosabati,muz,oyna
243,der Geschäftsreisende,xizmat safaridagi odam,stul,qalam
244,die Verantwortungslosigkeit,mas’uliyatsizlik,gul,telefon
245,das Kommunikationsproblem,muloqot muammosi,oy,mashina
246,der Zeitdruck,vaqt bosimi,muz,sumka
247,die Arbeitsbedingung,ish sharoiti,telefon,stakan
248,das Sicherheitsgefühl,xavfsizlik hissi,qalam,gul
249,der Arbeitskollege,ishdagi hamkasb,oyna,telefon
250,die Zielsetzung,maqsad qo‘yish,sumka,muz
251,sich informieren,ma’lumot olmoq,qochmoq,sakrash
252,verantwortungsvoll,mas’uliyatli,beparvo,oddiy
253,beanstanden,tanqid qilmoq,unutmoq,sotmoq
254,kaum,deyarli yo‘q,juda ko‘p,erta
255,herausfordernd,qiyin,oson,sovuq
256,erledigen,bajarmoq,uxlamoq,suzmoq
257,auffällig,ajralib turuvchi,oddiy,baland
258,deshalb,shu sababli,bekordan-bekorga,kecha
259,sich anpassen,moslashmoq,yashirmoq,qochmoq
260,umfangreich,keng qamrovli,qisqa,past
261,die Enttäuschung,xafagarchilik,telefon,sumka
262,das Freizeitverhalten,bo‘sh vaqt odati,muz,oyna
263,der Gesundheitszustand,sog‘liq holati,stul,qalam
264,die Lebensqualität,hayot sifati,gul,telefon
265,das Ernährungssystem,ovqatlanish tizimi,oy,mashina
266,der Schlafmangel,uyqu yetishmasligi,muz,sumka
267,die Bewegungsmöglichkeit,harakat imkoniyati,telefon,stakan
268,das Wohlbefinden,o‘zini yaxshi his qilish,qalam,gul
269,der Tagesablauf,kun tartibi,oyna,telefon
270,die Stresssituation,stress holati,sumka,muz
271,sich erholen,dam olmoq,qochmoq,sakrash
272,erschöpft,charchagan,faol,oddiy
273,verbrauchen,iste’mol qilmoq,unutmoq,sotmoq
274,regelmäßig,muntazam,tartibsiz,erta
275,gesundheitsbewusst,sog‘lom fikrli,beparvo,sovuq
276,vorbeugen,oldini olmoq,uxlamoq,suzmoq
277,empfindlich,sezgir,qattiq,baland
278,dennoch,shunga qaramay,faqat,kecha
279,leiden aziyat chekmoq,yashirmoq,qochmoq
280,ausgeglichen,muvozanatli,asabiy,past
281,die Sehenswürdigkeit,diqqatga sazovor joy,telefon,sumka
282,das Reiseangebot,sayohat taklifi,muz,oyna
283,der Reiseveranstalter,sayohat tashkilotchisi,stul,qalam
284,die Unterkunftsmöglichkeit,turar joy imkoniyati,gul,telefon
285,das Urlaubsziel,dam olish manzili,oy,mashina
286,der Fahrkartenkontrolleur,bilet tekshiruvchi,muz,sumka
287,die Fluggesellschaft,aviakompaniya,telefon,stakan
288,das Verkehrsmittel,transport vositasi,qalam,gul
289,der Grenzübergang,chegara o'tish joyi,oyna,telefon
290,die Reisevorbereitung,sayohat tayyorgarligi,sumka,muz
291,umbuchen,qayta bron qilmoq,qochmoq,sakrash
292,bequemlich,qulay,noqulay,oddiy
293,erkundigen,surishtirmoq,unutmoq,sotmoq
294,unterwegs,yo‘lda,uyda,erta
295,überfüllt,juda to‘la,bo‘sh,sovuq
296,besichtigen,tomosha qilmoq,uxlamoq,suzmoq
297,hilfreich,yordam beruvchi,zararli,baland
298,gleichzeitig,bir vaqtning o‘zida,alohida,kecha
299,verspäten,kechikmoq,yashirmoq,qochmoq
300,ungewöhnlich,g‘ayrioddiy,oddiy,past
301,die Mediennutzung,media ishlatish,telefon,sumka
302,das Kommunikationsmittel,aloqa vositasi,muz,oyna
303,der Nachrichtensprecher,xabar boshlovchi,stul,qalam
304,die Fernsehsendung,teleko‘rsatuv,gul,telefon
305,das Benutzerkonto,foydalanuvchi hisobi,oy,mashina
306,der Datenschutz,ma’lumot himoyasi,muz,sumka
307,die Internetverbindung,internet aloqasi,telefon,stakan
308,das Onlineportal,onlayn portal,qalam,gul
309,der Bildschirmtext,ekran matni,oyna,telefon
310,die Sprachmitteilung,ovozli xabar,sumka,muz
311,hochladen,yuklamoq,qochmoq,sakrash
312,digital,raqamli,oddiy,oddiy
313,weiterleiten,uzatmoq,unutmoq,sotmoq
314,mittlerweile,shu vaqtgacha,avval,erta
315,abhängig,qaram,mustaqil,sovuq
316,veröffentlichen,e’lon qilmoq,uxlamoq,suzmoq
317,nützlich,foydali,zararli,baland
318,trotzdem,shunga qaramay,faqat,kecha
319,herunterladen,yuklab olmoq,yashirmoq,qochmoq
320,verständlich,tushunarli,tushunarsiz,past
321,die Bewerbungsunterlage,ariza hujjati,telefon,sumka
322,das Berufsleben,ish hayoti,muz,oyna
323,der Ausbildungsberater,ta’lim maslahatchisi,stul,qalam
324,die Arbeitsplatzsuche,ish qidirish,gul,telefon
325,das Beschäftigungsverhältnis,ish faoliyati,oy,mashina
326,der Arbeitsalltag,ish kuni,muz,sumka
327,die Leistungsfähigkeit,ishlash qobiliyati,telefon,stakan
328,das Betriebsklima,ish muhiti,qalam,gul
329,der Arbeitsvertrag,ish shartnomasi,oyna,telefon
330,die Weiterbildungsmöglichkeit,malaka oshirish imkoniyati,sumka,muz
331,sich qualifizieren,malaka oshirmoq,qochmoq,sakrash
332,beruflich,kasbiy,shaxsiy,oddiy
333,beantragen,ariza bermoq,unutmoq,sotmoq
334,vorher,avval,keyin,erta
335,belastend,og‘ir,oson,sovuq
336,übernehmen,o‘z zimmasiga olmoq,uxlamoq,suzmoq
337,zuversichtlich,ishonchli,umidsiz,baland
338,andernfalls,aks holda,shuningdek,kecha
339,ankündigen,e’lon qilmoq,yashirmoq,qochmoq
340,dringend,shoshilinch,oddiy,past
341,die Erziehung,tarbiya,telefon,sumka
342,das Familienleben,oila hayoti,muz,oyna
343,der Generationenkonflikt,avlodlar nizosi,stul,qalam
344,die Verantwortungsteilung,mas’uliyat bo‘linishi,gul,telefon
345,das Zusammenleben,birga yashash,oy,mashina
346,der Verwandte,qarindosh,muz,sumka
347,die Kinderbetreuung,bola parvarishi,telefon,stakan
348,das Familienmitglied,oila a’zosi,qalam,gul
349,der Bekanntenkreis,tanishlar doirasi,oyna,telefon
350,die Lebensentscheidung,hayot qarori,sumka,muz
351,erziehen,tarbiyalamoq,qochmoq,sakrash
352,tolerant,bag‘rikeng,toqatsiz,oddiy
353,missverstehen,noto‘g‘ri tushunmoq,unutmoq,sotmoq
354,gelegentlich,ba’zida,har doim,erta
355,selbstbewusst,o‘ziga ishongan,uyatchan,sovuq
356,verbieten,taqiqlamoq,uxlamoq,suzmoq
357,verständnisvoll,tushunadigan,beparvo,baland
358,allmählich,asta-sekin,to‘satdan,kecha
359,beeinflussen,ta’sir qilmoq,yashirmoq,qochmoq
360,verantwortungsbewusst,mas’uliyatli,beparvo,past
361,die Umweltkatastrophe,ekologik falokat,telefon,sumka
362,das Naturereignis,tabiiy hodisa,muz,oyna
363,der Klimaschutz,iqlim himoyasi,stul,qalam
364,die Luftverschmutzung,havo ifloslanishi,gul,telefon
365,das Recyclingmaterial,qayta ishlash materiali,oy,mashina
366,der Energieverbraucher,energiya iste’molchisi,muz,sumka
367,die Stromerzeugung,elektr ishlab chiqarish,telefon,stakan
368,das Umweltbewusstsein,ekologik ong,qalam,gul
369,der Wasserverbrauch,suv sarfi,oyna,telefon
370,die Müllvermeidung,axlatni kamaytirish,sumka,muz
371,recyceln,qayta ishlamoq,qochmoq,sakrash
372,ökologisch,ekologik,zararli,oddiy
373,vermeiden,oldini olmoq,unutmoq,sotmoq
374,weltweit,butun dunyo bo‘ylab,mahalliy,erta
375,nachhaltig,barqaror,zararli,sovuq
376,schaden,zarar yetkazmoq,uxlamoq,suzmoq
377,bewusst,ongli,befarq,baland
378,infolgedessen,natijada,bekordan-bekorga,kecha
379,verschmutzen,ifloslantirmoq,yashirmoq,qochmoq
380,langfristig,uzoq muddatli,qisqa,past
381,die Sicherheitskontrolle,xavfsizlik nazorati,telefon,sumka
382,das Verkehrsproblem,transport muammosi,muz,oyna
383,der Unfallbericht,baxtsiz hodisa hisoboti,stul,qalam
384,die Geschwindigkeitsbegrenzung,tezlik cheklovi,gul,telefon
385,das Fahrverbot,haydash taqiqi,oy,mashina
386,der Straßenverkehr,yo‘l harakati,muz,sumka
387,die Verkehrsregel,yo‘l qoidasi,telefon,stakan
388,das Parkverhalten,park qilish odati,qalam,gul
389,der Bahnverkehr,temiryo‘l harakati,oyna,telefon
390,die Verkehrsstörung,transport buzilishi,sumka,muz
391,überholen,o‘zib ketmoq,qochmoq,sakrash
392,vorsichtig,ehtiyotkor,beparvo,oddiy
393,abbiegen,burilmoq,unutmoq,sotmoq
394,plötzlich,to‘satdan,sekin,erta
395,gefährdet,xavf ostida,xavfsiz,sovuq
396,ausweichen,chetlab o‘tmoq,uxlamoq,suzmoq
397,angespannt,asabiy,xotirjam,baland
398,andauernd,doimiy,vaqtinchalik,kecha
399,bremsen,tormoz bermoq,yashirmoq,qochmoq
400,aufmerksam,e’tiborli,beparvo,past
401,akzeptieren,qabul qilmoq,rad etmoq,sakrash
402,enttäuscht,hafsalasi pir bo‘lgan,xursand,oddiy
403,zurücksenden,qaytarib yubormoq,olib qolmoq,sotmoq
404,mittlerweile,shu vaqtgacha,avval,erta
405,erstaunlich,hayratlanarli,oddiy,sovuq
406,vorbeikommen,kelib o‘tmoq,uxlamoq,suzmoq
407,geduldig,sabrli,sabrsiz,baland
408,trotzdem,shunga qaramay,umuman,past
409,nachdenken,o‘ylab ko‘rmoq,yashirmoq,qochmoq
410,kompliziert,murakkab,oson,kecha
411,die Abwechslung,xilma-xillik,telefon,sumka
412,das Bahnhofsgebäude,vokzal binosi,muz,oyna
413,der Campingplatz,kemping joyi,stul,qalam
414,die Dienstleistung,xizmat,gul,telefon
415,das Einkaufserlebnis,xarid tajribasi,oy,mashina
416,der Ferienort,dam olish joyi,muz,sumka
417,die Gepäckaufbewahrung,yuk saqlash joyi,telefon,stakan
418,das Haushaltsgerät,uy jihozi,qalam,gul
419,der Kinobesuch,kino tashrifi,oyna,telefon
420,die Lautstärke,tovush balandligi,sumka,muz
421,beantragen,ariza topshirmoq,qochmoq,sakrash
422,neugierig,qiziquvchan,befarq,oddiy
423,mitnehmen,o‘zi bilan olmoq,unutmoq,sotmoq
424,manchmal,ba’zida,hech qachon,erta
425,anstrengend,mashaqqatli,oson,sovuq
426,weiterhelfen,yordam bermoq,uxlamoq,suzmoq
427,höflich,xushmuomala,qo‘pol,baland
428,deswegen,shu sababli,bekordan-bekorga,past
429,einpacken,o‘rab joylamoq,yashirmoq,qochmoq
430,ungewöhnlich,g‘ayrioddiy,oddiy,kecha
431,die Anmeldung,ro‘yxatdan o‘tish,telefon,sumka
432,das Bürogebäude,ofis binosi,muz,oyna
433,der Fahrkartenautomat,bilet apparati,stul,qalam
434,die Freizeitbeschäftigung,bo‘sh vaqt mashg‘uloti,gul,telefon
435,das Hotelpersonal,mehmonxona xodimlari,oy,mashina
436,der Internetanschluss,internet ulanishi,muz,sumka
437,die Kreditrechnung,kredit hisobi,telefon,stakan
438,das Lieblingslied,sevimli qo‘shiq,qalam,gul
439,der Parkplatz,parkovka joyi,oyna,telefon
440,die Reisevorbereitung,sayohat tayyorgarligi,sumka,muz
441,umtauschen,almashtirmoq,qochmoq,sakrash
442,interessiert,qiziqqan,beparvo,oddiy
443,vorstellen,tanishtirmoq,unutmoq,sotmoq
444,normalerweise,odatda,kamdan-kam,erta
445,bequem,qulay,noqulay,sovuq
446,mitarbeiten,hamkorlik qilmoq,uxlamoq,suzmoq
447,persönlich,shaxsiy,rasmiy,baland
448,außerdem,bundan tashqari,umuman,past
449,abholen,olib ketmoq,yashirmoq,qochmoq
450,merkwürdig,g‘alati,oddiy,kecha
451,die Arbeitslosigkeit,ishsizlik,telefon,sumka
452,das Bahnticket,poyezd bileti,muz,oyna
453,der Einkaufswagen,xarid aravachasi,stul,qalam
454,die Familienfeier,oilaviy bayram,gul,telefon
455,das Gesundheitszentrum,sog‘liq markazi,oy,mashina
456,der Kassenzettel,chek,muz,sumka
457,die Lieferzeit,yetkazish vaqti,telefon,stakan
458,das Onlineformular,onlayn forma,qalam,gul
459,der Reiseführer,sayohat qo‘llanmasi,oyna,telefon
460,die Wartezeit,kutish vaqti,sumka,muz
461,vergleichen,taqqoslamoq,qochmoq,sakrash
462,erschrocken,qo‘rqib ketgan,xotirjam,oddiy
463,bestellen,buyurtma bermoq,unutmoq,sotmoq
464,täglich,har kuni,kamdan-kam,erta
465,nützlich,foydali,zararli,sovuq
466,reparieren,ta’mirlamoq,uxlamoq,suzmoq
467,vorsichtig,ehtiyotkor,beparvo,baland
468,daher,shu sababli,umuman,past
469,anrufen,qo‘ng‘iroq qilmoq,yashirmoq,qochmoq
470,schwierig,qiyin,oson,kecha
471,die Aufenthaltserlaubnis,yashash ruxsati,telefon,sumka
472,das Bildungszentrum,ta’lim markazi,muz,oyna
473,der Fahrradfahrer,velosipedchi,stul,qalam
474,die Gesundheitskarte,sog‘liq kartasi,gul,telefon
475,das Kulturzentrum,madaniyat markazi,oy,mashina
476,der Lieferservice,yetkazib berish xizmati,muz,sumka
477,die Reisegruppe,sayohat guruhi,telefon,stakan
478,das Sportprogramm,sport dasturi,qalam,gul
479,der Terminkalender,uchrashuv kalendari,oyna,telefon
480,die Wettervorhersage,ob-havo prognozi,sumka,muz
481,vorschlagen,taklif qilmoq,qochmoq,sakrash
482,begeistert,juda xursand,xafa,oddiy
483,zurückgeben,qaytarib bermoq,unutmoq,sotmoq
484,inzwischen,shu orada,avval,erta
485,verantwortlich,mas’uliyatli,beparvo,sovuq
486,verbessern,yaxshilamoq,uxlamoq,suzmoq
487,aktiv,faol,dangasa,baland
488,immerhin,hech bo‘lmasa,umuman,past
489,einladen,taklif qilmoq,yashirmoq,qochmoq
490,seltsam,g‘alati,oddiy,kecha
491,die Berufswahl,kasb tanlash,telefon,sumka
492,das Fitnessprogramm,fitness dasturi,muz,oyna
493,der Handyvertrag,telefon shartnomasi,stul,qalam
494,die Informationsseite,ma’lumot sahifasi,gul,telefon
495,das Lebensmittelgeschäft,oziq-ovqat do‘koni,oy,mashina
496,der Mietpreis,ijara narxi,muz,sumka
497,die Notaufnahme,tez yordam bo‘limi,telefon,stakan
498,das Umweltproblem,ekologik muammo,qalam,gul
499,der Reisebericht,sayohat hisoboti,oyna,telefon
500,die Zahlungsmethode,to‘lov usuli,sumka,muz
501,teilnehmen,qatnashmoq,qochmoq,sakrash
502,ängstlich,qo‘rqoq,xotirjam,oddiy
503,erlauben,ruxsat bermoq,unutmoq,sotmoq
504,plötzlich,to‘satdan,sekin,erta
505,genügend,yetarli,kam,sovuq
506,besprechen,muhokama qilmoq,uxlamoq,suzmoq
507,ruhig,tinch,shovqinli,baland
508,anders,boshqacha,bir xil,past
509,nachfragen,qayta so‘ramoq,yashirmoq,qochmoq
510,unmöglich,imkonsiz,mumkin,kecha
511,die Berufsausbildung,kasbiy ta’lim,telefon,sumka
512,das Computergeschäft,kompyuter do‘koni,muz,oyna
513,der Hausbesitzer,uy egasi,stul,qalam
514,die Lieferadresse,yetkazib berish manzili,gul,telefon
515,das Onlinekonto,onlayn hisob,oy,mashina
516,der Reiseveranstalter,sayohat tashkilotchisi,muz,sumka
517,die Sprachprüfung,til imtihoni,telefon,stakan
518,das Verkehrsmittel,transport vositasi,qalam,gul
519,der Unfallbericht,baxtsiz hodisa hisoboti,oyna,telefon
520,die Tagesordnung,kun tartibi,sumka,muz
521,mitbringen,olib kelmoq,qochmoq,sakrash
522,glücklich,baxtli,xafa,oddiy
523,entscheiden,qaror qilmoq,unutmoq,sotmoq
524,besonders,ayniqsa,oddiy,erta
525,streng,qattiqqo‘l,yumshoq,sovuq
526,klären,aniqlashtirmoq,uxlamoq,suzmoq
527,humorvoll,hazilkash,jiddiy,baland
528,nämlich,ya’ni,umuman,past
