54,der Überblick,umumiy tasavvur,muammo,jarohat
55,überfliegen,tez ko‘z yugurtirmoq,yodlamoq,to‘xtab qolmoq
56,global,umumiy,mahalliy,tor
57,selektiv,tanlab,majburiy,tasodifiy
58,die Kerninformation,asosiy ma'lumot,bezak,rasm
59,nachdenken über,o‘ylamoq,kulmoq,yugurmoq
60,der Zusammenhang,bog‘liqlik,ajralish,jarima
61,wiedergeben,qayta bayon qilmoq,yashirmoq,o‘chirib yubormoq
62,abfragen,bilimni tekshirmoq,sotib olmoq,ta'mirlamoq
63,behalten,esda saqlamoq,unutmoq,yo‘qotmoq
64,das Gedächtnis,xotira,transport,ovqat
65,das Langzeitgedächtnis,uzoq muddatli xotira,tezlik,telefon
66,das Sinnesorgan,sezgi organi,dvigatel,kompyuter
67,verknüpfen,bog‘lamoq,ajratmoq,buzmoq
68,aufteilen,taqsimlamoq,yig‘moq,yashirmoq
69,regelmäßig,muntazam,tasodifiy,kamdan-kam
70,abhaken,bajarildi deb belgilamoq,bekor qilmoq,sotmoq
71,das Erfolgserlebnis,muvaffaqiyat hissi,qo‘rquv,jarima
72,beherrschen,mukammal bilmoq,unutmoq,qochmoq
73,aufschieben,keyinga qoldirmoq,darhol bajarish,sotib olish
74,ängstlich,xavotirli,xotirjam,jasur
75,leicht fallen,oson bo‘lmoq,qiyin bo‘lmoq,imkonsiz bo‘lmoq
76,schwer fallen,qiyin bo‘lmoq,oson bo‘lmoq,qulay bo‘lmoq
77,die Behauptung,da'vo,sovg‘a,ovqat
78,das Zeitalter,davr,stul,ko‘prik
79,die Forschung,tadqiqot,sayohat,konsert
80,die Neurowissenschaft,neyrofan,iqtisodiyot,adabiyot
81,der Rückgang,pasayish,o‘sish,sakrash
82,die Ergonomie,ergonomika,biologiya,kimyo
83,die Motorik,motorika,siyosat,moliya
84,die Schrift,yozuv,qo‘shiq,film
85,die Druckschrift,bosma yozuv,qo‘l yozuvi,ovoz
86,die Schreibschrift,qo‘l yozuvi,bosma yozuv,rasm
87,die Handschrift,qo‘l yozuvi,gazeta,ekran
88,schriftlich,yozma ravishda,og‘zaki,telefon orqali
89,handschriftlich,qo‘lda yozilgan,chop etilgan,elektron
90,benötigen,kerak bo‘lmoq,rad etmoq,yo‘qotmoq
91,lehren,o‘rgatmoq,o‘rganmoq,unutmoq
92,das Erlernen,o‘rganish,sotib olish,yo‘qotish
93,die Abschaffung,bekor qilish,joriy etish,qo‘llab-quvvatlash
94,abschaffen,bekor qilmoq,saqlab qolmoq,yaratmoq
95,die Tastatur,klaviatura,sichqoncha,monitor
96,tippen,klaviaturada yozmoq,bo‘yamoq,yugurmoq
97,die Wirkung,ta'sir,shakl,rang
98,das Gehirn,miya,yurak,o‘pka
99,die Gehirnaktivität,miya faolligi,mushak og‘rig‘i,qon bosimi
100,das Gehirnareal,miya hududi,shahar markazi,o‘rmon
101,der Bereich,soha,banan,ko‘ylak
102,aktivieren,faollashtirmoq,o‘chirmoq,yashirmoq
103,wiedererkennen,tanib olmoq,unutib yubormoq,sindirmoq
104,sich an etwas erinnern,eslamoq,yashirmoq,yo‘qotmoq
105,die Verknüpfung,bog‘lanish,ajrashish,jarima
106,die Verbindung,aloqa,devor,mashina
107,der Speicher,xotira qurilmasi,oyna,stul
108,extern,tashqi,ichki,mahalliy
109,verarbeiten,qayta ishlamoq,yo‘qotmoq,berkitmoq
110,das Gehörte,eshitilgan narsa,yozilgan matn,rasm
111,sich merken,esda saqlamoq,unutmoq,qochmoq
112,die Notiz,qayd,velosiped,telefon
113,Notizen machen,qaydlar yozmoq,uxlamoq,yugurmoq
114,der Notizblock,bloknot,televizor,eshik
115,notieren,qayd etmoq,o‘chirib tashlamoq,sotmoq
116,die Vorlesung,ma'ruza,konsert,film
117,mitschreiben,birga yozib bormoq,o‘qib bermoq,yashirmoq
118,protokollieren,protokol tuzmoq,unutmoq,ta'mirlamoq
119,das Ergebnis,natija,stol,qalam
120,ergeben,natija bermoq,yashirmoq,qochmoq
121,der Inhalt,mazmun,quti,ko‘cha
122,intensiv,jadal,yuzaki,sekin
123,dauerhaft,doimiy,vaqtinchalik,tasodifiy
124,die Ausführung,bajarish,ta'til,ovqat
125,das Wissen,bilim,mashina,kasallik
126,das Grundwissen,asosiy bilim,telefon,chipta
127,das Faktenwissen,faktlarga asoslangan bilim,kiyim,yoqilg‘i
128,sich Wissen erarbeiten,bilim hosil qilmoq,yo‘qotmoq,sotmoq
129,Wissen vertiefen,bilimni chuqurlashtirmoq,unutmoq,qisqartirmoq
130,der Fakt,fakt,afsona,orzu
131,die Grundlage,asos,poydevor,tomosha
132,beitragen zu,hissa qo‘shmoq,to‘sqinlik qilmoq,qochmoq
133,die Diskussion,munozara,uyqu,sayohat
134,fleißig,tirishqoq,dangasalik qiluvchi,beparvo
135,faul,dangasa,tirishqoq,faol
136,die Kommunikationsfähigkeit,muloqot qobiliyati,haydovchilik guvohnomasi,jarima
137,die Arbeitsweise,ish usuli,dam olish kuni,chipta
138,das Zeitmanagement,vaqtni boshqarish,musiqa,ob-havo
139,die Einzelarbeit,yakka tartibdagi ish,guruh sayohati,bayram
140,die Gruppenarbeit,guruh ishi,jarima,to‘lov
141,ermöglichen,imkon yaratmoq,taqiqlamoq,yashirmoq
142,die Stellungnahme,munosabat bildirish,ovqatlanish,ko‘ylak
143,die Einleitung,kirish qismi,xulosa,misol
144,der Hauptteil,asosiy qism,sarlavha,ilova
145,der Schluss,xulosa,boshlanish,muqova
146,das Fazit,yakuniy xulosa,savol,izoh
147,das Argument,dalil,shubha,taxmin
148,die These,tezis,retsept,chipta
149,der Vorteil,afzallik,kamchilik,jarima
150,der Nachteil,kamchilik,afzallik,mukofot
151,die Architektur,arxitektura,biologiya,kimyo
152,der Architekt,arxitektor,shifokor,haydovchi
153,die Architektin,ayol arxitektor,o‘qituvchi,sotuvchi
154,die Stadtplanung,shahar rejalashtirish,sport,adabiyot
155,das Hochhaus,osmono‘par bino,qishloq uy,chodir
156,der Wolkenkratzer,skyscraper,ferma,ko‘prik
157,die Skyline,shahar panoramasi,o‘rmon,cho‘l
158,die Altstadt,eski shahar,yangi tuman,sanoat zonasi
159,historisch,tarixiy,zamonaviy,kelajakdagi
160,modern,zamonaviy,tarixiy,eskirgan
161,der Run,katta qiziqish,befarqlik,dam olish
162,die Verstädterung,urbanizatsiya,dehqonchilik,ko‘chmanchilik
163,die Landflucht,qishloqdan shaharga ko‘chish,ta'til,sayohat
164,die Prognose,bashorat,hisobot,shikoyat
165,prognostizieren,bashorat qilmoq,inkor qilmoq,yashirmoq
166,weltweit,butun dunyo bo‘ylab,mahalliy,shaxsiy
167,der Anteil,ulush,jarima,yoqilg‘i
168,verdoppeln,ikki baravar qilmoq,yarmiga kamaytirmoq,to‘xtatmoq
169,die Attraktivität,jozibadorlik,xavf,sovuqlik
170,attraktiv,jozibali,xunuk,zerikarli
171,anregend,qiziqarli,zerikarli,befoyda
172,das Image,imij,jarima,chipta
173,cool,zamonaviy,qadimiy,zerikarli
174,die Bildungseinrichtung,ta'lim muassasasi,zavod,mehmonxona
175,die Arbeitsstelle,ish joyi,dam olish maskani,stadion
176,das Startup,startap,kasalxona,maktab
177,ein Startup gründen,startap tashkil qilmoq,sotib yubormoq,yopmoq
178,die Umfrage,so‘rovnoma,hisob-faktura,shartnoma
179,der Faktor,omil,ko‘cha,telefon
180,der Stressfaktor,stress omili,mukofot,dam olish
181,der Lärm,shovqin,sukunat,osoyishtalik
182,der Verkehrslärm,transport shovqini,musiqa,qushlar ovozi
183,die Verschmutzung,ifloslanish,tozalik,qulaylik
184,die Umweltverschmutzung,atrof-muhit ifloslanishi,ekologik himoya,bog‘dorchilik
185,der Smog,smog,toza havo,shabada
186,das Abgas,chiqindi gaz,toza suv,oziq-ovqat
187,schädigen,zarar yetkazmoq,foyda keltirmoq,himoya qilmoq
188,die Gesundheit schädigen,sog‘liqqa zarar yetkazmoq,davolamoq,chiniqtirmoq
189,das Viertel,tuman,viloyat,mamlakat
190,das Stadtviertel,shahar tumani,qishloq,xonadon
191,blicken,nazar tashlamoq,yashirmoq,qochmoq
192,in die Zukunft blicken,kelajakka nazar tashlamoq,o‘tmishni unutmoq,dam olmoq
193,die Technologie,texnologiya,san'at,musiqa
194,die Technologiefirma,texnologik kompaniya,restoran,kasalxona
195,die Digitalisierung,raqamlashtirish,qishloqlashtirish,soddalashtirish
196,digital,raqamli,analog,qog‘ozli
197,vernetzen,bog‘lamoq,ajratmoq,to‘xtatmoq
198,der Workshop,seminar,konsert,sayohat
199,innovativ,innovatsion,eskirgan,oddiy
200,lebenswert,yashash uchun qulay,noqulay,xavfli
201,das Konzept,konsept,mashina,daraxt
202,ein Konzept erarbeiten,konsept ishlab chiqmoq,uxlamoq,yugurmoq
203,gründen,tashkil qilmoq,yopmoq,unutmoq
204,anbauen,ekmoq,buzmoq,sotmoq
205,der Anbau,ekin yetishtirish,jarima,ta'til
206,versorgen,ta'minlamoq,yashirmoq,yo‘qotmoq
207,die Landschaft,landshaft,zavod,telefon
208,die Landwirtschaft,qishloq xo‘jaligi,bank,sinema
209,landwirtschaftlich,qishloq xo‘jaligiga oid,sanoatga oid,sportga oid
210,vertikal,tik,gorizontal,egri
211,beitragen,hissa qo‘shmoq,to‘sqinlik qilmoq,qochmoq
212,die Etage,qavat,ko‘cha,eshik
213,-stöckig,qavatli,yog‘ochli,temirli
214,preisgünstig,arzon,qimmat,bepul
215,die Fläche,maydon,telefon,stul
216,das Fußballfeld,futbol maydoni,sinfxona,oshxona
217,der Ersatz,o‘rinbosar,muammo,jarima
218,das Sonnenlicht,quyosh nuri,yomg‘ir,sovuqlik
219,beleuchten,yoritmoq,qoraytirmoq,yashirmoq
220,die Beleuchtung,yoritish,jarima,ta'til
221,urban,shaharga oid,qishloqqa oid,o‘rmonga oid
222,der Trend,tendensiya,to‘xtash,orqaga qaytish
223,sich einem Trend anschließen,trendga qo‘shilmoq,qochmoq,unutmoq
224,gärtnern,bog‘dorchilik qilmoq,suzmoq,haydamoq
225,begrünen,ko‘kalamzorlashtirmoq,quritmoq,buzmoq
226,pflanzen,ekmoq,yulib tashlamoq,sotmoq
227,die Pflanze,o‘simlik,mashina,uy
228,säen,urug‘ sepmoq,tozalamoq,yo‘qotmoq
229,der Samen,urug‘,telefon,daftar
230,die Ernte,hosil,jarima,chipta
231,ernten,hosil yig‘moq,ekmoq,yashirmoq
232,gießen,sug‘ormoq,yoqmoq,sindirmoq
233,genießen,rohatlanmoq,nafratlanmoq,qochmoq
234,das Wachstum,o‘sish,pasayish,to‘xtash
235,die Parkgarage,parkovka garaji,oshxona,sinfxona
236,die Dachterrasse,tom terassasi,podval,garaj
237,der Innenhof,ichki hovli,ko‘cha,o‘rmon
238,trist,zerikarli,qiziqarli,jozibali
239,die Biene,asalari,sigir,mushuk
240,Bienen halten,asalari boqmoq,baliq tutmoq,daraxt kesmoq
241,der Vordergrund,oldingi o‘rin,orqa tomon,chekka
242,im Vordergrund stehen,markazda bo‘lmoq,yashirin bo‘lmoq,yo‘qolib ketmoq
243,es geht um,bilan bog‘liq bo‘lmoq,qarshi chiqmoq,to‘xtatmoq
244,brachliegen,bo‘sh yotmoq,ishlamoq,o‘smoq
245,brachliegende Fläche,bo‘sh maydon,o‘rmonli maydon,sport maydoni
246,bearbeiten,qayta ishlamoq,yashirmoq,yo‘qotmoq
247,nutzen,foydalanmoq,rad etmoq,bekor qilmoq
248,erwerben,sotib olmoq,yo‘qotmoq,sindirmoq
249,die Bewirtschaftung,boshqarish,jarima,sayohat
250,verwalten,boshqarmoq,buzmoq,qochmoq
251,jährlich,har yili,har oy,har kuni
252,der Betrag,summa,ko‘cha,telefon
253,sich austauschen,fikr almashmoq,janjallashmoq,qochmoq
254,gegenseitig helfen,bir-biriga yordam bermoq,to‘sqinlik qilmoq,aldamoq
255,anonym,anonim,ochiq,rasmiy
256,die Anonymität,anonimlik,mashhurlik,ochiqlik
257,das Mittel,vosita,muammo,jarima
258,die Nachbarschaft,qo‘shnichilik,kasallik,sayohat
259,aufbauen,qurmoq,buzmoq,yopmoq
260,gute Beziehungen aufbauen,yaxshi munosabatlar qurmoq,aloqani uzmoq,janjallashmoq
261,verringern,kamaytirmoq,oshirmoq,kuchaytirmoq
262,wirken,ta'sir qilmoq,yashirmoq,qochmoq
263,altmodisch,eskicha,zamonaviy,innovatsion
264,verschlossen,yopiq,ochiq,shaffof
265,das Gebäude,bino,daraxt,mashina
266,abreißen,buzib tashlamoq,qurmoq,ta'mirlamoq
267,der Abriss,buzish,qurilish,ta'mirlash
268,der Quadratmeter,kvadrat metr,litr,kilogramm
269,umweltschonend,ekologik xavfsiz,zararli,xavfli
270,umbauen,qayta qurmoq,buzmoq,yopmoq
271,der Umbau,qayta qurish,jarima,sayohat
272,komplett,to‘liq,qisman,noto‘liq
273,die Fassade,fasad,pol,tom
274,die Ebene,daraja,jarima,telefon
275,horizontal,gorizontal,vertikal,egri
276,das Panorama,panorama,xona,yo‘lak
277,sich wohlfühlen,o‘zini yaxshi his qilmoq,xafa bo‘lmoq,qo‘rqmoq
278,die Entwicklung,rivojlanish,pasayish,to‘xtash
279,die Stadtentwicklung,shahar rivojlanishi,qishloq xo‘jaligi,sayohat
280,der Überblick,umumiy tasavvur,jarima,muammo
281,eingehen auf,batafsil to‘xtalmoq,e'tiborsiz qoldirmoq,rad etmoq
282,kommen zu,xulosaga kelmoq,qochib ketmoq,unutmoq
283,die Lüge,yolg‘on,haqiqat,dalil
284,die Notlüge,oq yolg‘on,rasmiy hujjat,mukofot
285,der Betrug,firibgarlik,yordam,hamkorlik
286,der Selbstbetrug,o‘zini aldash,o‘zini rivojlantirish,o‘zini himoya qilish
287,betrügen,aldamoq,yordam bermoq,qo‘llab-quvvatlamoq
288,flunkern,yolg‘on gapirmoq,haqiqatni aytmoq,eslatmoq
289,schwindeln,yolg‘on gapirmoq,tushuntirmoq,himoya qilmoq
290,schummeln,aldamoq,halol ishlamoq,o‘rganmoq
291,tricksen,hiyla ishlatmoq,yordam bermoq,kelishmoq
292,die Irreführung,chalg‘itish,tushuntirish,dalillash
293,die Täuschung,aldov,hamkorlik,yordam
294,täuschen,aldamoq,qo‘llab-quvvatlamoq,eslatmoq
295,die Fake News,soxta yangiliklar,ilmiy maqolalar,darsliklar
296,manipulieren,manipulyatsiya qilmoq,himoya qilmoq,eslatmoq
297,fälschen,qalbakilashtirmoq,tasdiqlamoq,yaratmoq
298,das Plagiat,plagiat,innovatsiya,tadqiqot
299,das Doping,doping,sog‘lom turmush,parhez
300,die Halbwahrheit,yarim haqiqat,to‘liq haqiqat,dalil
301,die Beschönigung,go‘zallashtirib ko‘rsatish,tanqid,haqiqat
302,schönreden,yaxshi qilib ko‘rsatmoq,qoralamoq,inkor qilmoq
303,die faule Ausrede,bema'ni bahona,dalil,haqiqat
304,die Erwartung,kutilma,tasodif,xotira
305,eine Erwartung wecken,umid uyg‘otmoq,xafa qilmoq,unutmoq
306,in Wahrheit,aslida,taxminan,balki
307,das Motiv,sabab,jarima,sovg‘a
308,prosozial,ijtimoiy foydali,xavfli,befarq
309,selbstsüchtig,xudbin,saxiy,yordamchi
310,egoistisch,xudbin,mehribon,hamkor
311,die Strategie,strategiya,tasodif,baxt
312,die Überlebensstrategie,omon qolish strategiyasi,ta'til rejasi,ovqatlanish
313,dienen zu,xizmat qilmoq,to‘sqinlik qilmoq,yashirmoq
314,Beziehungen erhalten,munosabatlarni saqlamoq,buzmoq,uzmoq
315,erleichtern,osonlashtirmoq,qiyinlashtirmoq,to‘xtatmoq
316,sich positiv auswirken,ijobiy ta'sir qilmoq,zarar yetkazmoq,yo‘qotmoq
317,das Zusammenleben,birga yashash,yolg‘izlik,sayohat
318,das Miteinander,hamjihatlik,nizo,ajralish
319,die Interaktion,o‘zaro ta'sir,yolg‘izlik,sukunat
320,die Harmonie,uyg‘unlik,tartibsizlik,nizo
321,zwischenmenschlich,insonlararo,texnik,sanoat
322,zurechtkommen mit,eplamoq,mag‘lub bo‘lmoq,unutmoq
323,sich verschaffen,qo‘lga kiritmoq,yo‘qotmoq,sotmoq
324,sich einen Vorteil verschaffen,ustunlikka ega bo‘lmoq,mag‘lub bo‘lmoq,qochmoq
325,anrichten,yetkazmoq,tuzatmoq,qurmoq
326,Schaden anrichten,zarar yetkazmoq,yordam bermoq,himoya qilmoq
327,verheimlichen,yashirmoq,oshkor qilmoq,tushuntirmoq
328,die Schwäche,zaiflik,kuch,iste'dod
329,abschwächen,susaytirmoq,kuchaytirmoq,oshirmoq
330,sich darstellen,o‘zini ko‘rsatmoq,yashirmoq,qochmoq
331,der Status,maqom,jarima,chipta
332,sich auf etwas beschränken,cheklanmoq,kengaymoq,ko‘paymoq
333,das Phänomen,hodisa,muammo,jarima
334,das Tierreich,hayvonot dunyosi,o‘simliklar dunyosi,sanoat
335,das Bemühen,sa'y-harakat,befarqlik,dangasalik
336,verbreitet sein,keng tarqalgan bo‘lmoq,noyob bo‘lmoq,yo‘qolmoq
337,das Übel,yomonlik,yaxshilik,mukofot
338,lebensnotwendig,hayotiy zarur,ortiqcha,zararsiz
339,der Forscher,tadqiqotchi,sotuvchi,haydovchi
340,der Psychologe,psixolog,muhandis,oshpaz
341,sehen in,deb bilmoq,rad etmoq,unutmoq
342,verstehen unter,tushunmoq,inkor qilmoq,yashirmoq
343,begeistert sein von,hayratda bo‘lmoq,befarq bo‘lmoq,xafa bo‘lmoq
344,der Trick,hiyla,haqiqat,yordam
345,einen Trick beherrschen,hiylani bilmoq,unutmoq,qochmoq
346,die Trickserei,hiylakorlik,halollik,yordam
347,vortäuschen,soxta ko‘rsatmoq,oshkor qilmoq,tasdiqlamoq
348,sich tot stellen,o‘zini o‘likka solmoq,yugurib ketmoq,yashirinmoq
349,anlocken,o‘ziga jalb qilmoq,qochirmoq,rad etmoq
350,weglocken,olib ketmoq,qaytarib yubormoq,yashirmoq
351,sich in Gefahr bringen,xavfga qo‘ymoq,himoya qilmoq,saqlab qolmoq
352,der Wissenschaftler,olim,sotuvchi,haydovchi
353,der Biologe,biolog,iqtisodchi,huquqshunos
354,sich einig sein,kelishgan bo‘lmoq,bahs qilmoq,qarshi chiqmoq
355,bewusst,ongli,beparvo,uyqusiragan
356,der Beweggrund,sabab,jarima,sovg‘a
357,die Tendenz,tendensiya,to‘xtash,teskari harakat
358,die Grundtendenz,asosiy tendensiya,tasodif,hodisa
359,betrachten,ko‘rib chiqmoq,unutmoq,yashirmoq
360,sich schützen vor,himoyalanmoq,zarar yetkazmoq,to‘sqinlik qilmoq
361,der Schutz,himoya,xavf,muammo
362,der Selbstschutz,o‘zini himoya qilish,o‘zini ayblash,o‘zini yo‘qotish
363,der Nachwuchs,avlod,nabira,qo‘shni
364,der Nachkomme,avlod,viloyat,hamkasb
365,materiell,moddiy,ma'naviy,rasmiy
366,fördern,rag‘batlantirmoq,to‘xtatmoq,taqiqlamoq
367,die Karriere,karera,ta'til,sayohat
368,das Gen,gen,mushak,suyak
369,die Fortpflanzung,ko‘payish,yo‘qolish,qurilish
370,das Nest,uya,garaj,podval
371,die Beute,o‘lja,sovg‘a,mukofot
372,das Säugetier,sutemizuvchi,baliq,qush
373,das Raubtier,yirtqich hayvon,uy hayvoni,qush
374,der Hahn,xo‘roz,ot,sigir
375,die Henne,tovuq,mushuk,it
376,das Futter,yem,o‘yinchoq,kiyim
377,fressen,yemoq,ichmoq,uxlamoq
378,der Feind,dushman,do‘st,hamkor
379,der Fressfeind,yirtqich dushman,yordamchi,qo‘shni
380,leblos,jonsiz,tirik,faol
381,das Revier,hudud,telefon,chipta
382,verteidigen,himoya qilmoq,hujum qilmoq,yashirmoq
383,das Geschrei,qichqiriq,sukunat,musiqa
384,das Gebrüll,o‘kirish,pichirlash,suhbat
385,abschrecken,qo‘rqitmoq,rag‘batlantirmoq,yordam bermoq
386,die Abschreckung,qo‘rqitish,rag‘bat,mukofot
387,sich verbergen,yashirinmoq,ko‘rinmoq,qatnashmoq
388,die Beschwerde,shikoyat,minnatdorchilik,tabrik
389,die Werbeanzeige,reklama e'loni,hisobot,shikoyat
390,der Lieferumfang,yetkazib berish tarkibi,jarima,to‘lov
391,der Adapter,adapter,batareya,monitor
392,die Anleitung,qo‘llanma,jarima,hisobot
393,die Bedienungsanleitung,foydalanish qo‘llanmasi,reklama,chipta
394,das Kabel,kabel,quvur,arqon
395,das Objektiv,obyektiv,mikrofon,monitor
396,die Ausstattung,jihozlar,jarima,sovg‘a
397,das Zubehör,aksessuarlar,chiqindi,qog‘oz
398,fehlend,etishmayotgan,mavjud,to‘liq
399,die Kreativität,ijodkorlik,befarqlik,dangasalik
400,die Bestätigung,tasdiq,inkor,shubha
401,die Bestellbestätigung,buyurtma tasdig‘i,reklama,jarima
402,eintreffen bei,yetib kelmoq,yo‘qolib ketmoq,qaytib ketmoq
403,zur Verfügung stellen,taqdim etmoq,yashirmoq,taqiqlamoq
404,beifügen,ilova qilmoq,olib tashlamoq,yo‘qotmoq
405,zusenden,yubormoq,saqlab qo‘ymoq,rad etmoq
406,portofrei,pochta to‘lovisiz,pullik,kechiktirilgan
407,einer Forderung nachkommen,talabni bajar moq,rad etmoq,unutmoq
408,widerrufen,bekor qilmoq,tasdiqlamoq,yaratmoq
409,der Widerruf,bekor qilish,tasdiqlash,mukofot
410,der Betrag,summa,manzil,ko‘cha
411,zurückbuchen,qaytarib o‘tkazmoq,to‘lab yubormoq,yashirmoq
412,die Rücksendung,qaytarib yuborish,sotib olish,ta'mirlash
413,der Zoll,bojxona,maktab,kasalxona
414,die Zusatzkosten,qo‘shimcha xarajatlar,daromad,mukofot
415,das Schaubild,diagramma,roman,qo‘shiq
416,die Grafik,grafik,film,surat
417,auswerten,tahlil qilmoq,yo‘qotmoq,yashirmoq
418,betrachten,ko‘rib chiqmoq,unutmoq,qochmoq
419,die Umfrage,so‘rovnoma,shikoyat,jarima
420,repräsentativ,vakillik qiluvchi,tasodifiy,maxfiy
421,auffällig,ko‘zga tashlanadigan,yashirin,oddiy
422,der Proband,sinov ishtirokchisi,o‘qituvchi,haydovchi
423,befragen,so‘roq qilmoq,sukut saqlamoq,inkor qilmoq
424,die Ehrlichkeit,halollik,yolg‘onchilik,befarqlik
425,ehrlich,halol,yolg‘onchi,makkor
426,unehrlich,nohalol,halol,ochiq
427,übertreiben,oshirib yubormoq,kamaytirmoq,aniqlashtirmoq
428,aufmuntern,ruhlantirmoq,xafa qilmoq,qo‘rqitmoq
429,Freude bereiten,xursand qilmoq,xafa qilmoq,aldamoq
430,der Fleiß,tirishqoqlik,dangasalik,befarqlik
431,das Engagement,faollik,befarqlik,zaiflik
432,vermeiden,qochmoq,amalga oshirmoq,qo‘llab-quvvatlamoq
433,in Ruhe lassen,tinch qo‘ymoq,bezovta qilmoq,ta'qib qilmoq
434,Trost spenden,tasalli bermoq,qo‘rqitmoq,tanqid qilmoq
435,ausgeben als,o‘zini deb ko‘rsatmoq,inkor qilmoq,yashirmoq
436,die Lebenslüge,hayotiy yolg‘on,haqiqat,muvaffaqiyat
437,bestehen,mavjud bo‘lmoq,yo‘qolmoq,to‘xtamoq
438,der Bekanntenkreis,tanishlar doirasi,dushmanlar,qo‘shnilar
439,die Körpersprache,tana tili,yozma nutq,telefon suhbati
440,eine Rolle spielen,muhim rol o‘ynamoq,befarq bo‘lmoq,yashirinmoq
441,digital,raqamli,analog,qog‘ozli
442,die Digitalisierung,raqamlashtirish,eskilashtirish,qishloqlashtirish
443,der Aspekt,jihat,jarima,manzil
444,die Beratung,maslahat,xato,jarohat
445,sich Beratung holen,maslahat olmoq,rad etmoq,qochmoq
446,die Kreativität,ijodkorlik,dangasalik,befarqlik
447,der Komfort,qulaylik,noqulaylik,xavf
448,die Isolation,izolyatsiya,hamkorlik,muloqot
449,die Verfügbarkeit,mavjudlik,tanqislik,yo‘qolish
450,die Serie,serial,maqola,hisobot
451,online,onlayn,oflayn,qog‘ozli
452,das Online-Banking,onlayn bank xizmati,pochta xizmati,sug‘urta
453,bloggen,blog yuritmoq,telefon qilmoq,suratga olmoq
454,chatten,chatlashmoq,sukut saqlamoq,uxlamoq
455,posten,post joylamoq,o‘chirib tashlamoq,yashirmoq
456,simsen,SMS yozmoq,qo‘ng‘iroq qilmoq,uchrashmoq
457,skypen,Skype orqali gaplashmoq,xat yozmoq,kitob o‘qimoq
458,streamen,jonli uzatmoq,to‘xtatmoq,yashirmoq
459,twittern,tvit yozmoq,qo‘ng‘iroq qilmoq,taqdimot qilmoq
460,whatsappen,WhatsApp yozishmoq,xat yubormoq,surat chizmoq
