114,die Arbeitslosigkeit,ishsizlik,muz,telefon
115,täglich,har kuni,hech qachon,ba’zida
116,ankündigen,e’lon qilmoq,yashirmoq,sotmoq
117,hilfreich,yordam beruvchi,zararli,sovuq
118,die Reiseversicherung,sayohat sug‘urtasi,qalam,stul
119,manchmal,ba’zida,doimo,kecha
120,nachfragen,qayta so‘ramoq,jim turmoq,qochmoq
121,selbstständig,mustaqil,qaram,uyatchan
122,die Wettervorhersage,ob-havo prognozi,sumka,mashina
123,deshalb,shu sababli,bekordan-bekorga,ertalab
124,beanstanden,e’tiroz bildirmoq,maqtamoq,unutmoq
125,begeistert,juda xursand,xafa,zerikarli
126,die Informationsseite,ma’lumot sahifasi,oy,muz
127,inzwischen,shu orada,avval,hech qachon
128,vorbereiten,tayyorlamoq,buzmoq,uxlamoq
129,vorsichtig,ehtiyotkor,beparvo,jasur
130,die Familienfeier,oilaviy bayram,telefon,stakan
131,anders,boshqacha,bir xil,erta
132,erlauben,ruxsat bermoq,taqiqlamoq,qochmoq
133,unmöglich,imkonsiz,mumkin,oddiy
134,der Einkaufswagen,xarid aravachasi,oyna,sumka
135,mittlerweile,hozirgacha,avval,kechqurun
136,verbieten,taqiqlamoq,ruxsat bermoq,unutmoq
137,praktisch,qulay,noqulay,zerikarli
138,das Bahnticket,poyezd bileti,muz,qalam
139,außerdem,bundan tashqari,umuman,ertalab
140,erwarten,kutmoq,qochmoq,to‘xtamoq
141,streng,qattiqqo‘l,yumshoq,mehribon
142,das Gesundheitszentrum,sog‘liq markazi,sumka,telefon
143,daher,shu sababli,hech qachon,kecha
144,vermitteln,vositachilik qilmoq,yashirmoq,sotmoq
145,freundlich,xushmuomala,qo‘pol,asabiy
146,das Lebensmittelgeschäft,oziq-ovqat do‘koni,oy,muz
147,plötzlich,to‘satdan,sekin,doimo
148,unterbrechen,bo‘lmoq,davom ettirmoq,kulmoq
149,kompliziert,murakkab,oson,yengil
150,der Kundenservice,mijozlar xizmati,qalam,telefon
151,immerhin,hech bo‘lmasa,umuman,ertalab
152,beobachten,kuzatmoq,yopmoq,sotmoq
153,glücklich,baxtli,xafa,asabiy
154,das Sprachzertifikat,til sertifikati,stul,sumka
155,gelegentlich,ba’zida,hech qachon,doimo
156,erinnern,eslatmoq,unutmoq,berkitmoq
157,anstrengend,mashaqqatli,oson,qulay
158,die Reiseplanung,sayohat rejasi,muz,oyna
159,übrigens,aytgancha,umuman,kecha
160,begegnen,uchratmoq,qochirmoq,to‘xtamoq
161,praktisch,qulay,noqulay,qimmat
162,die Besprechung,uchrashuv,telefon,gul
163,anders,boshqacha,bir xil,hech qachon
164,abholen,olib ketmoq,tashlab ketmoq,sakrash
165,bequem,qulay,noqulay,sovuq
166,der Fahrradfahrer,velosipedchi,qalam,oy
167,mittlerweile,hozirgacha,avval,erta
168,mitbringen,olib kelmoq,yashirmoq,qochmoq
169,fair,adolatli,adolatsiz,qattiqqo‘l
170,das Bahnhofsgebäude,vokzal binosi,telefon,sumka
171,deswegen,shu sababli,umuman,kechqurun
172,weitergeben,uzatmoq,berkitmoq,to‘xtatmoq
173,interessiert,qiziqqan,befarq,zerikarli
174,der Campingplatz,kemping joyi,muz,gul
175,normalerweise,odatda,hech qachon,ba’zida
176,vorhaben,rejalashtirmoq,bekor qilmoq,qochmoq
177,aktiv,faol,dangasa,uyatchan
178,die Dienstleistung,xizmat,qalam,telefon
179,gelegentlich,ba’zida,doimo,hech qachon
180,überraschen,hayratlantirmoq,xafa qilmoq,unutmoq
181,höflich,xushmuomala,qo‘pol,beparvo
182,das Einkaufserlebnis,xarid tajribasi,sumka,oyna
183,manchmal,ba’zida,har doim,kecha
184,nachdenken,o‘ylab ko‘rmoq,sotib olmoq,berkitmoq
185,selbstbewusst,o‘ziga ishongan,uyatchan,qattiqqo‘l
186,der Ferienort,dam olish joyi,muz,telefon
187,außerdem,bundan tashqari,umuman,ertalab
188,diskutieren,muhokama qilmoq,jim turmoq,qochmoq
189,nützlich,foydali,zararli,zerikarli
190,die Gepäckaufbewahrung,yuk saqlash joyi,stul,gul
191,daher,shu sababli,hech qachon,kecha
192,mitarbeiten,hamkorlik qilmoq,qochib ketmoq,sotmoq
193,ruhig,tinch,shovqinli,tez
194,das Haushaltsgerät,uy jihozi,telefon,qalam
195,übrigens,aytgancha,umuman,ertalab
196,vergleichen,taqqoslamoq,ajratmoq,yashirmoq
197,ängstlich,qo‘rqoq,xotirjam,jasur
198,der Kinobesuch,kino tashrifi,muz,sumka
199,täglich,har kuni,hech qachon,kamdan-kam
200,mitkommen,birga kelmoq,qochib ketmoq,unutmoq
201,beruflich,kasbiy,shaxsiy,uyatchan
202,sich verhalten,o‘zini tutmoq,qochib ketmoq,unutmoq
203,die Fähigkeit,qobiliyat,telefon,oyna
204,andernfalls,aks holda,hech qachon,ertalab
205,zuversichtlich,ishonchli,umidsiz,qo‘pol
206,behandeln,munosabatda bo‘lmoq,yashirmoq,sotmoq
207,der Zusammenhang,bog‘liqlik,muz,qalam
208,folglich,natijada,umuman,kechqurun
209,verantwortungsbewusst,mas’uliyatli,beparvo,zerikarli
210,sich einigen,kelishmoq,bekor qilmoq,qochmoq
211,die Voraussetzung,shart,sumka,telefon
212,einerseits,bir tomondan,hech qachon,to‘satdan
213,beeinflussen,ta’sir qilmoq,unutmoq,berkitmoq
214,entspannt,xotirjam,asabiy,qattiqqo‘l
215,der Nachteil,kamchilik,mashina,oy
216,dennoch,shunga qaramay,doimo,kecha
217,berücksichtigen,hisobga olmoq,rad qilmoq,sakrash
218,selbstständig,mustaqil,qaram,uyatchan
219,die Verpflichtung,majburiyat,stul,gul
220,meistens,ko‘pincha,hech qachon,ertalab
221,sich beschäftigen,shug‘ullanmoq,qochmoq,sotmoq
222,überrascht,hayratlangan,befarq,zerikarli
223,der Fortschritt,rivojlanish,qalam,telefon
224,allerdings,biroq,umuman,har kuni
225,vermeiden,oldini olmoq,takrorlamoq,berkitmoq
226,zuverlässig,ishonchli,aldamchi,qo‘pol
227,die Erfahrung,tajriba,muz,sumka
228,tatsächlich,haqiqatda,hech qachon,kechqurun
229,anpassen,moslashmoq,qochmoq,unutmoq
230,geduldig,sabrli,sabrsiz,befarq
231,der Einfluss,ta’sir,oyna,stakan
232,außerdem,bundan tashqari,umuman,erta
233,sich bemühen,harakat qilmoq,uxlamoq,sotib olmoq
234,kompliziert,murakkab,oson,shirin
235,die Umgebung,atrof-muhit,mashina,gul
236,wahrscheinlich,ehtimol,hech qachon,kecha
237,unterstützen,qo‘llab-quvvatlamoq,tashlab ketmoq,qochmoq
238,offen,ochiq,yopiq,qorong‘i
239,die Entwicklung,rivojlanish,sumka,telefon
240,anderserseits,boshqa tomondan,doimo,ertalab
241,mitteilen,xabar bermoq,yashirmoq,unutmoq
242,aufmerksam,e’tiborli,beparvo,zerikarli
243,der Vorteil,afzallik,oy,muz
244,deswegen,shu sababli,umuman,to‘satdan
245,sich entscheiden,qaror qilmoq,ikkilanmoq,qochmoq
246,fair,adolatli,adolatsiz,qattiqqo‘l
247,die Möglichkeit,imkoniyat,telefon,qalam
248,gelegentlich,ba’zida,har kuni,kecha
249,vergleichen,taqqoslamoq,ajratmoq,sotmoq
250,anstrengend,mashaqqatli,oson,qulay
251,der Bereich,soha,muz,oyna
252,daher,shu sababli,umuman,ertalab
253,entwickeln,rivojlantirmoq,kamaytirmoq,berkitmoq
254,interessiert,qiziqqan,befarq,asabiy
255,die Verantwortung,mas’uliyat,sumka,telefon
256,normalerweise,odatda,hech qachon,kecha
257,beantragen,ariza topshirmoq,qochmoq,unutmoq
258,nützlich,foydali,zararli,zerikarli
259,der Vergleich,taqqoslash,mashina,oy
260,inzwischen,shu orada,doimo,ertalab
261,erreichen,erishmoq,yo‘qotmoq,sotmoq
262,freundlich,xushmuomala,qo‘pol,asabiy
263,die Beziehung,munosabat,muz,gul
264,trotzdem,shunga qaramay,umuman,hech qachon
265,sich vorbereiten,tayyorlanmoq,uxlamoq,qochmoq
266,kritisch,tanqidiy,befarq,yumshoq
267,der Unterschied,farq,telefon,qalam
268,übrigens,aytgancha,doimo,kechqurun
269,verändern,o‘zgartirmoq,saqlamoq,unutmoq
270,seltsam,g‘alati,oddiy,zerikarli
271,die Gelegenheit,imkoniyat,mashina,sumka
272,mittlerweile,hozirgacha,hech qachon,erta
273,verbessern,yaxshilamoq,buzmoq,qochmoq
274,aktiv,faol,dangasa,uyatchan
275,der Zustand,holat,oy,muz
276,besonders,ayniqsa,umuman,kecha
277,erwarten,kutmoq,sotib olmoq,berkitmoq
278,entschlossen,qat’iyatli,ikkilanuvchi,qo‘rqoq
279,die Herausforderung,qiyinchilik,qalam,telefon
280,deshalb,shu sababli,hech qachon,ertalab
281,diskutieren,muhokama qilmoq,jim turmoq,qochmoq
282,hilfreich,yordam beruvchi,zararli,qo‘pol
283,der Eindruck,taassurot,muz,oyna
284,manchmal,ba’zida,doimo,to‘satdan
285,verzichten,voz kechmoq,taklif qilmoq,unutmoq
286,ruhig,tinch,shovqinli,tez
287,die Auswahl,tanlov,sumka,telefon
288,andererseits,boshqa tomondan,umuman,erta
289,sich konzentrieren,diqqatni jamlamoq,qochmoq,sotmoq
290,erfolgreich,muvaffaqiyatli,muvaffaqiyatsiz,befarq
291,der Vorschlag,taklif,mashina,oy
292,folglich,natijada,hech qachon,kecha
293,begründen,asoslamoq,bekor qilmoq,berkitmoq
294,verantwortlich,mas’uliyatli,beparvo,zerikarli
295,die Meinung,fikr,muz,gul
296,beispielsweise,masalan,umuman,ertalab
297,sich interessieren,qiziqmoq,unutmoq,qochmoq
298,vorsichtig,ehtiyotkor,beparvo,qattiqqo‘l
299,der Nachweis,isbot,telefon,qalam
300,plötzlich,to‘satdan,sekin,hech qachon
301,empfehlen,tavsiya qilmoq,taqiqlamoq,sotmoq
302,selbstbewusst,o‘ziga ishongan,uyatchan,befarq
303,die Bewerbung,ariza,mashina,sumka
304,täglich,har kuni,doimo,kecha
305,sich beschweren,shikoyat qilmoq,maqtamoq,qochmoq
306,hilfsbereit,yordamchi,qo‘pol,dangasa
307,der Gedanke,fikr,oy,muz
308,anders,boshqacha,bir xil,erta
309,anerkennen,tan olmoq,inkor qilmoq,unutmoq
310,kompliziert,murakkab,oson,oddiy
311,die Wirkung,ta’sir,telefon,qalam
312,wenigstens,hech bo‘lmasa,umuman,to‘satdan
313,sich verabreden,uchrashishga kelishmoq,qochmoq,sotmoq
314,interessant,qiziqarli,zerikarli,sovuq
315,der Zusammenhang,bog‘liqlik,muz,oyna
316,tatsächlich,haqiqatda,hech qachon,kecha
317,überprüfen,tekshirmoq,yashirmoq,berkitmoq
318,bequem,qulay,noqulay,qimmat
319,die Voraussetzung,shart,sumka,telefon
320,andernfalls,aks holda,doimo,erta
321,teilnehmen,qatnashmoq,qochmoq,uxlamoq
322,glücklich,baxtli,xafa,asabiy
323,der Fortschritt,rivojlanish,mashina,oy
324,üblicherweise,odatda,hech qachon,to‘satdan
325,mitarbeiten,hamkorlik qilmoq,sotib olmoq,unutmoq
326,genervt,jahli chiqqan,xotirjam,zerikarli
327,die Unterstützung,yordam,muz,gul
328,deswegen,shu sababli,umuman,kecha
329,vermitteln,vositachilik qilmoq,yashirmoq,qochmoq
330,streng,qattiqqo‘l,yumshoq,mehribon
331,der Anlass,sabab,telefon,qalam
332,gelegentlich,ba’zida,doimo,ertalab
333,sich äußern,fikr bildirmoq,jim turmoq,sotmoq
334,wahnsinnig,juda kuchli,oddiy,befarq
335,die Veränderung,o‘zgarish,oyna,sumka
336,daher,shu sababli,hech qachon,kechqurun
337,verbieten,taqiqlamoq,ruxsat bermoq,unutmoq
338,humorvoll,hazilkash,jiddiy,asabiy
339,der Nachteil,kamchilik,mashina,muz
340,besonders,ayniqsa,umuman,erta
341,sich verbessern,yaxshilanmoq,qochmoq,sotmoq
342,überzeugend,ishonarli,ishonchsiz,zerikarli
343,die Erfahrung,tajriba,telefon,qalam
344,mittags,tush payti,kechasi,ertalab
345,erklären,tushuntirmoq,berkitmoq,unutmoq
346,geduldig,sabrli,sabrsiz,qo‘pol
347,der Eindruck,taassurot,sumka,muz
348,folglich,natijada,umuman,kecha
349,sich anpassen,moslashmoq,qochmoq,sotmoq
350,auffällig,ajralib turuvchi,oddiy,befarq
351,die Entscheidung,qaror,oyna,telefon
352,anderserseits,boshqa tomondan,hech qachon,ertalab
353,erledigen,bajarmoq,kechiktirmoq,unutmoq
354,selbstverständlich,tabiiyki,umuman emas,qattiqqo‘l
355,der Einfluss,ta’sir,muz,qalam
356,übrigens,aytgancha,doimo,kecha
357,diskutieren,muhokama qilmoq,jim turmoq,sakrash
358,verlässlich,ishonchli,aldamchi,qo‘pol
359,die Umgebung,atrof-muhit,sumka,telefon
360,deshalb,shu sababli,umuman,to‘satdan
361,nachdenken,o‘ylab ko‘rmoq,sotib olmoq,qochmoq
362,kritisch,tanqidiy,befarq,yumshoq
363,der Zustand,holat,mashina,oy
364,allerdings,biroq,hech qachon,ertalab
365,begegnen,uchratmoq,berkitmoq,unutmoq
366,zufrieden,mamnun,norozi,asabiy
367,die Verantwortung,mas’uliyat,muz,gul
368,normalerweise,odatda,umuman,kecha
369,unterbrechen,bo‘lmoq,davom ettirmoq,sotmoq
370,offen,ochiq,yopiq,qorong‘i
371,der Vorteil,afzallik,telefon,oyna
372,anders,boshqacha,bir xil,erta
373,beanstanden,e’tiroz bildirmoq,maqtamoq,qochmoq
374,anstrengend,mashaqqatli,oson,qulay
375,die Beziehung,munosabat,mashina,qalam
376,wenigstens,hech bo‘lmasa,doimo,kecha
377,sich bemühen,harakat qilmoq,uxlamoq,sotmoq
378,nützlich,foydali,zararli,zerikarli
379,der Vorschlag,taklif,muz,sumka
380,daher,shu sababli,hech qachon,erta
381,vergleichen,taqqoslamoq,ajratmoq,berkitmoq
382,entspannt,xotirjam,asabiy,qattiqqo‘l
383,die Verpflichtung,majburiyat,telefon,gul
384,trotzdem,shunga qaramay,umuman,kecha
385,erreichen,erishmoq,yo‘qotmoq,qochmoq
386,aktiv,faol,dangasa,uyatchan
387,der Bereich,soha,oy,muz
388,andernfalls,aks holda,hech qachon,ertalab
389,sich vorbereiten,tayyorlanmoq,uxlamoq,sotmoq
390,hilfreich,yordam beruvchi,zararli,qo‘pol
391,die Meinung,fikr,sumka,qalam
392,beispielsweise,masalan,umuman,to‘satdan
393,mitteilen,xabar bermoq,berkitmoq,unutmoq
394,aufmerksam,e’tiborli,beparvo,zerikarli
395,der Unterschied,farq,muz,telefon
396,üblicherweise,odatda,hech qachon,kecha
397,entwickeln,rivojlantirmoq,kamaytirmoq,sakrash
398,freundlich,xushmuomala,qo‘pol,asabiy
399,die Gelegenheit,imkoniyat,mashina,oyna
400,plötzlich,to‘satdan,sekin,ertalab
401,beitragen,hissa qo‘shmoq,qochmoq,unutmoq
402,überzeugend,ishonarli,ishonchsiz,befarq
403,die Voraussetzung,shart,muz,telefon
404,folglich,natijada,hech qachon,erta
405,sich durchsetzen,o‘z fikrini o‘tkazmoq,sotmoq,berkitmoq
406,verantwortungsbewusst,mas’uliyatli,beparvo,uyatchan
407,der Zusammenhang,bog‘liqlik,sumka,qalam
408,andernfalls,aks holda,umuman,kecha
409,vermitteln,vositachilik qilmoq,qochmoq,sakrash
410,beunruhigt,xavotirlangan,xotirjam,quvnoq
411,eine Entscheidung treffen,qaror qabul qilmoq,sotib olmoq,qochib ketmoq
412,sich äußern,fikr bildirmoq,jim turmoq,unutmoq
413,kritisch,tanqidiy,befarq,yumshoq
414,die Verpflichtung,majburiyat,mashina,oyna
415,üblicherweise,odatda,doimo,to‘satdan
416,unterstützen,qo‘llab-quvvatlamoq,tashlab ketmoq,berkitmoq
417,entspannt,xotirjam,asabiy,qattiqqo‘l
418,der Einfluss,ta’sir,muz,gul
419,beispielsweise,masalan,hech qachon,erta
420,sich konzentrieren,diqqatni jamlamoq,qochmoq,sotmoq
421,hilfreich,yordam beruvchi,zararli,qo‘pol
422,die Gelegenheit,imkoniyat,telefon,qalam
423,allerdings,biroq,umuman,kecha
424,beweisen,isbotlamoq,inkor qilmoq,unutmoq
425,selbstständig,mustaqil,qaram,uyatchan
426,der Unterschied,farq,sumka,muz
427,trotzdem,shunga qaramay,doimo,to‘satdan
428,sich beschweren,shikoyat qilmoq,maqtamoq,qochmoq
429,interessiert,qiziqqan,befarq,zerikarli
430,die Verantwortung,mas’uliyat,mashina,oyna
431,Erfahrung sammeln,tajriba orttirmoq,sotib olmoq,qochib ketmoq
432,entwickeln,rivojlantirmoq,kamaytirmoq,berkitmoq
433,humorvoll,hazilkash,jiddiy,asabiy
434,der Bereich,soha,muz,qalam
435,mittlerweile,hozirgacha,hech qachon,erta
436,beanstanden,e’tiroz bildirmoq,maqtamoq,unutmoq
437,selbstbewusst,o‘ziga ishongan,uyatchan,befarq
438,die Auswahl,tanlov,sumka,telefon
439,anderserseits,boshqa tomondan,umuman,to‘satdan
440,sich vorbereiten,tayyorlanmoq,uxlamoq,qochmoq
441,nützlich,foydali,zararli,zerikarli
442,der Eindruck,taassurot,mashina,gul
443,wahrscheinlich,ehtimol,doimo,kecha
444,verändern,o‘zgartirmoq,saqlamoq,sotmoq
445,auffällig,ajralib turuvchi,oddiy,befarq
446,die Beziehung,munosabat,muz,oyna
447,zur Verfügung stehen,ixtiyorda bo‘lmoq,sotib olmoq,qochib ketmoq
448,diskutieren,muhokama qilmoq,jim turmoq,berkitmoq
449,zuverlässig,ishonchli,aldamchi,qo‘pol
450,der Nachteil,kamchilik,telefon,qalam
451,anders,boshqacha,bir xil,erta
452,sich anpassen,moslashmoq,qochmoq,unutmoq
453,aktiv,faol,dangasa,uyatchan
454,die Wirkung,ta’sir,mashina,sumka
455,deswegen,shu sababli,umuman,to‘satdan
456,anerkennen,tan olmoq,inkor qilmoq,sotmoq
457,kompliziert,murakkab,oson,oddiy
458,der Fortschritt,rivojlanish,muz,qalam
459,beziehungsweise,yoki,hech qachon,kecha
460,sich beschäftigen,shug‘ullanmoq,sakrash,qochmoq
461,zur Verfügung stellen,taqdim etmoq,sotib olmoq,qochib ketmoq
462,erfolgreich,muvaffaqiyatli,muvaffaqiyatsiz,befarq
463,die Meinung,fikr,telefon,oyna
464,gelegentlich,ba’zida,doimo,to‘satdan
465,vergleichen,taqqoslamoq,ajratmoq,berkitmoq
466,vorsichtig,ehtiyotkor,beparvo,jasur
467,der Zustand,holat,muz,gul
468,allmählich,asta-sekin,hech qachon,erta
469,sich einigen,kelishmoq,bekor qilmoq,unutmoq
470,freundlich,xushmuomala,qo‘pol,asabiy
471,die Unterstützung,yordam,sumka,qalam
472,daher,shu sababli,umuman,kecha
473,überprüfen,tekshirmoq,yashirmoq,qochmoq
474,interessant,qiziqarli,zerikarli,sovuq
475,der Vorschlag,taklif,mashina,oyna
476,einen Beitrag leisten,hissa qo‘shmoq,sotib olmoq,qochib ketmoq
477,sich verhalten,o‘zini tutmoq,jim turmoq,berkitmoq
478,begeistert,juda xursand,xafa,befarq
479,die Erfahrung,tajriba,muz,telefon
480,infolgedessen,natijada,hech qachon,to‘satdan
481,vermeiden,oldini olmoq,takrorlamoq,sotmoq
482,offen,ochiq,yopiq,qorong‘i
483,der Anlass,sabab,sumka,qalam
484,anderserseits,boshqa tomondan,umuman,erta
485,sich bemühen,harakat qilmoq,qochmoq,unutmoq
486,genervt,jahli chiqqan,xotirjam,quvnoq
487,die Fähigkeit,qobiliyat,mashina,gul
488,folglich,natijada,doimo,kecha
489,erreichen,erishmoq,yo‘qotmoq,berkitmoq
490,entschlossen,qat’iyatli,ikkilanuvchi,qo‘rqoq
491,der Zusammenhang,bog‘liqlik,muz,oyna
492,zur Kenntnis nehmen,ma’lumot sifatida qabul qilmoq,sotib olmoq,qochib ketmoq
493,mitteilen,xabar bermoq,yashirmoq,unutmoq
494,bequem,qulay,noqulay,qimmat
495,die Verpflichtung,majburiyat,telefon,sumka
496,übrigens,aytgancha,hech qachon,to‘satdan
497,unterbrechen,bo‘lmoq,davom ettirmoq,sotmoq
498,hilfsbereit,yordamchi,qo‘pol,dangasa
499,der Einfluss,ta’sir,muz,qalam
500,tatsächlich,haqiqatda,umuman,erta
501,sich entscheiden,qaror qilmoq,ikkilanmoq,qochmoq
502,anstrengend,mashaqqatli,oson,qulay
503,die Voraussetzung,shart,mashina,gul
504,deshalb,shu sababli,hech qachon,kecha
505,beantragen,ariza topshirmoq,sotib olmoq,unutmoq
506,seltsam,g‘alati,oddiy,befarq
507,der Vorteil,afzallik,sumka,oyna
508,beispielsweise,masalan,umuman,to‘satdan
509,sich konzentrieren,diqqatni jamlamoq,berkitmoq,qochmoq
510,verantwortlich,mas’uliyatli,beparvo,uyatchan
511,einen Eindruck machen,taassurot qoldirmoq,sotib olmoq,qochib ketmoq
512,vermitteln,vositachilik qilmoq,yashirmoq,unutmoq
513,kritisch,tanqidiy,befarq,yumshoq
514,die Beziehung,munosabat,muz,qalam
515,allerdings,biroq,doimo,erta
516,sich vorbereiten,tayyorlanmoq,uxlamoq,sotmoq
517,zuversichtlich,ishonchli,umidsiz,befarq
518,der Fortschritt,rivojlanish,telefon,oyna
519,gelegentlich,ba’zida,hech qachon,kecha
520,diskutieren,muhokama qilmoq,jim turmoq,berkitmoq
521,humorvoll,hazilkash,jiddiy,asabiy
522,die Meinung,fikr,mashina,sumka
523,deswegen,shu sababli,umuman,to‘satdan
524,entwickeln,rivojlantirmoq,kamaytirmoq,unutmoq
525,auffällig,ajralib turuvchi,oddiy,zerikarli
526,der Bereich,soha,muz,qalam
527,in Betracht ziehen,ko‘rib chiqmoq,sotib olmoq,qochib ketmoq
528,vergleichen,taqqoslamoq,ajratmoq,qochmoq
529,entspannt,xotirjam,asabiy,qattiqqo‘l
